Grupo de Producto;Producto;Código Barras;Stock;Costo Neto Prom. Unitario;Precio Venta 
;ASEPXIA MAQUILLAJE POLVO COMP BEIGE M;650240051609;0;0;8000
;ASEPXIA SPOT SECANTE GEL X 28GR;650240004001;1;0;7500
;ASHWAGANDHA;799192435300;4;0;9000
;ASPIRADOR NASAL BEST HOUSE;4710693250786;0;0;5000
;ASPIRADOR NASAL SIMONS BREAHE EZZ FILTRO EST HIGIENICO NUBY;7804945024311;1;0;8000
;ASPIRADOR NASAL Y LIMPIADOR DE OIDO 0M+;8850217700376;0;0;3500
;ATEMPERATOR ACIDO VALPROICO 10MG X25ML LAB. NOVOFARMA;7800026024461;0;0;19000
;ATROVENT HFA BROMURO DE IPRATROPIO 20MCG 200DOSIS LAB. BOERINGER INGELHEIM;4048846003836;0;0;30000
;AUBE QUITA ESMALTE HIERBAS 110ML DALBERT;7804969109124;0;0;2500
;AUBE SHAMPOP ORTIGA;7804969128217;0;0;4500
;AUBE TALCO DESODORANTE CON ALCANFOR Y MENTOL 120G LAB. D ALBERT;7804969129313;0;0;3500
;AUDE QUITA ESMALTE LIMON X110ML DALBERTO;7804969109131;0;0;2500
;AURITUSS SALMETEROL + FLUTICASONA PROPIONATO 25 MCG+ 125MCG 120DOSIS LAB. ABBOTT;7800026006825;0;0;48000
;AURITUSS SALMETEROL FLUTICASONA 25250 120 DOSIS;7800026006832;0;0;44000
;AUROSOL FORTE HIPROMELOSA 0.7MG X10ML LAB. PHARMATECH;7804657990805;0;0;5000
;AUTOBRONCENATE 190 GRS. LEBLON BRONZER;7800004003051;0;0;6500
;AVAMYS FLUTICASONA FUROATO NEBULIZACION NASAL 27.5MCGDOSIS X120DOSIS GSK;7800029000301;12;0;20000
;AVENA SATIVA 30 ML. GOTAS ORALES;VNSTIV;0;0;8000
;AVENA SATIVA 30ML;2010380112598;0;0;6000
;AVENA SATIVA T.M. 30ML KNOP;2010380012591;0;0;8000
;AVENE AGUA TERMAL;3282779003131;3;0;16000
;AVENE CICALFATE CREMA REPARADORA PROTECTORA 40ML LAB. PIERRE FABRE;3282770204667;2;0;10000
;AVENE EAU THERMALE AGUA TERMAL X150ML PIERRE FABRE;3282779003124;1;0;12000
;AVENE EAU THERMALE AGUA TERMAL X2UND 50ML CU PIERRE FABRE;7804652955502;1;0;7500
;AVENT ANTI-COLIC BIBERON 1M+ CELESTE 260 ML PHILIPS;8720689013758;0;0;11000
;AVENT PEZONERA DE SILICONA TALLA M 2 UNIDADES;8710103907763;0;0;14000
;AVENT PHILIPS CHUPETE SILICONA NOCTURNO 0-6 M 2 UND NINA;8720689012836;0;0;12500
;AXE APOLLO;7801293043737;0;0;2000
;AXE APOLLO 72HRS ANTITRANSPIRANTE;7791293043739;49;0;2000
;AXE BLACK 48 H;7801293041033;0;0;2000
;AXE DARK TEMTATION;7791293043722;0;0;2500
;AXE EPIC FRESH POMELO Y CARDAMOMO SPRAY;7791293044040;57;0;2000
;AXE MARINE 48HRS;7791293043791;42;0;2000
;AXE MUSK;7791293043807;99;0;2000
;AZELASTINA CLORHIDRATO 0.05;7795368001815;3;0;23000
;AZITROMICINA 500MG 6COMP LAB. DE CHILE;7800007661258;33;0;2000
;AZITROMICINA AZIMTROMICINA 200MG X30ML LAB. PHARMATECH;8680199009026;0;0;3500
;AZUFRE FLOR 20G QUIMNATURA;9008088666508;0;0;500
;AZUL DE METILENO 2 20ML. VALMA;7800044000188;14;0;2000
;AZULFIDINE SULFASALAZIA 500MG X100COMP LAB. PFIZER;7800001005300;0;0;100000
;B COMPLEX;4022679157850;4;0;3500
;B-COMPLEX B;7804671180176;0;0;2500
;B100 SET LIMAS UÑAS X2;7805633019237;3;0;1000
;B12 VITAMINA SUPLEMENTO ALIMENTARIO 100 COMP. LAB. CURAESPRING;7804673040102;0;0;3000
;BABERO BORDADO VELCRO BEST HOUSE BABY WORLD;6924844310726;0;0;2500
;BABY AMMENS ACONDICIONADOR FORMULA NEUTRA X250 M;7502311690510;3;0;3000
;BABY CEPILLO DENTAL VITIS 0+;8427426054547;0;0;4000
;BABY LEE ACONDICIONADOR DERMATOLOGICO BRILLITOS MAGICOS X400ML BALLERINA;7804920005779;0;0;3000
;BABY LEE ACONDICIONADOR HIPOALEGENICO MANZANILLA X400ML;7804920001207;0;0;3000
;BABY LEE ACONDICIONADOR HIPOALERGENI COCO Y AVENA X400ML BALLERINA;7804920007544;0;0;3000
;BABY LEE KIDS ACONDICIONADOR DERMATOLOGICO AROMA INFINITO A MELON X400ML BALLERINA;7804920006882;0;0;3000
;BABY LEE KIDS ACONDICIONADOR DERMATOLOGICO X400ML;7804920006219;0;0;3000
;BABY LEE KIDS BANO DE ESPUMA DERMATOLOGICO X400ML;7804920006899;0;0;3000
;BABY LEE KIDS SHAMPOO DERMATOLOGICO AROMA INFINITO A MELON X400ML BALLERINA;7804920006875;0;0;3000
;BABY LEE SHAMPOO DERMATOLOGICO BRILLITOS MAGICOS X400ML BALLERINA;7804920005762;0;0;3000
;BABY PLASTIC BOTTLE NIPPLE;755695662940;0;0;2500
;BABY SHAMPOO MANZANILLA SIMONDS BABY CARE HIPOALERGENICO X610ML DURANDIN;7804945012301;4;0;4500
;BABY SHAMPOO SIMONDS HIPOALERGENICO SIN SAL X400ML DURANDIN;7804945012103;0;0;3000
;BABY SHAMPOO SIMONDS HIPOALERGENICO X610ML;7804945001121;0;0;4000
;BABYLAND ACEITE RELAX 210ML;7804945075108;29;0;2000
;BABYLAND BALSAMO ACONDICIONADOR MANZANILLA HIPOALERGENICO X410ML DURANDIN;7804945007390;0;0;2500
;BABYLAND EMULSIONADO NEUTRO 700ML;7804945007321;3;0;4000
;BABYLAND SHAMPOO MANZANILLA CABELLOS CLAROS HIPOALERGENICO X140ML DURANDIN;7804945007345;0;0;2500
;BABYSEC PREMIUM 20 PANALES TALLA M;7806500752318;0;0;3500
;BABYSEC PREMIUM XG PANAL X 14;7806500752288;0;0;3500
;BACITRACINA + NEOMICINA 15G. MILAB;7800063160085;0;0;1500
;BACITRACINA NEOMICINA 15 GRAS.;7804640560541;63;0;1500
;BACITRACINA+NEOMICINA UNGUENTO DERMICO USO TOPICO X15G LCH;7800007679703;0;0;1500
;BAGOMICINA MINOCICLINA 100MG 15COMP LAB. BAGO;7800028001606;5;0;20000
;BAGOMICINA MINOCICLINA 30COMP BAG 50MG;7800028001590;2;0;22000
;BAGOMIGRAL NARATRIPT 10COMP BAG 25MG;7800028001873;0;0;11000
;BAGOMIGRAL NARATRIPTAN 2.5MG X2COMP LAB.BAGO;7800028001880;0;0;5000
;BAILAHUEN 30ML;2010380112727;0;0;7500
;BAJA LENGUA MADERA MUN CARE 100UND;7805633002987;0;0;1500
;BAJADA DE SUERO CRANBERRY;76062062999822;3;0;500
;BALLERINA ACONDICIONADOR LARGO INCREIBLE KERATINA+PROTEINAS X750 ML LAB. BALLERINA;7804920006936;0;0;2000
;BALLERINA JABON LIQUIDO DOBLE HUMECTACION PH5 PH PIEL;7804920012166;0;0;1500
;BALSAMO ACONDICIONADOR MANZANILLA SIMONDS BABY CARE X400ML DURANDIN;7804945002043;4;0;3000
;BALSAMO KADUS FINAS HIERBAS X900ML;7804947005486;0;0;1500
;BALSAMO LABIAL NIVEA BLACKBERRY SHINE 4.8G;4005900764546;0;0;4000
;BALSAMO LABIAL NIVEA CUIDADO BASICO FPS. 15 4.8 GR. 1 UND. LAB. BEIERSDORF;4005900436931;0;0;3500
;BALSAMO LABIAL NIVEA ORIGINAL CARE 4.8 G;7791969850616;0;0;5500
;BALSAMO LABIAL NIVEA PRINCESAS;4006000157269;5;0;5000
;BANDA ADHESIVA 7.5CM X 4.5M;6920200224058;0;0;2000
;BANDITAS TRANSPARENTES NEXCARE DISCRET;51131223684;0;0;2500
;BANO Y SHAMPOO AROMA NEUTRO BUBU;7809622000473;1;0;2000
;BARBERIS CANTHARIS COMPUESTO MEDICAMENTO HOMEOPATICO X30ML LAB. KNOP;2000341103185;0;0;6000
;BARRA ANTITRANSPIRANTE NIVEA BLACK WHITE X50G;4006000087054;0;0;2500
;BARRA ANTITRANSPIRANTE NIVEA BLACKWHITE X50ML;4006000087061;0;0;2500
;BARRA ANTITRANSPIRANTE NIVEA TONO NATURAL X50ML;4006000067247;0;0;2500
;BARRA ANTITRANSPIRANTE SPEED STICK 50MG REDUCE MANCHAS;7509546046822;0;0;2500
;BARRA ANTITRANSPIRANTE SPEED STICK HYPOALLERGENIC;7501035907591;7;0;2500
;BARRA ANTITRANSPIRANTE SPEED STICK X5 50G;7509546052755;16;0;2500
;BARRA DESODORANTE AXE APOLLO CITRUS Y MADERA 45G;75076238;0;0;3000
;BARRA DESODORANTE AXE DARK TEMPTATION X45G;75076252;0;0;3000
;BARRA DESODORANTE AXE EPIC FRESH POMELO Y CARDAMOMO;75076221;0;0;3000
;BARRA DESODORANTE SPEED STICK ZERO X76G;7509546652030;0;0;2500
;BARRA DESODORANTE WOLFTHORN. 50 GRS.;7506309839202;0;0;2500
;BATISTE SHAMPOO EN SECO TROPICAL EXOTIC COCONUT X200ML;5010724527511;0;0;10000
;BAYCUTEN ACETATO DE DEXAMETASONA + CLOTIMAZOL 6MG + 150MG X15G LAB. BAYER;7891106000154;4;0;25000
;BEAUTIP ARAMA;7803501004019;1;0;10000
;BEAUTIP-D SUPLEMENTO ALIMENTARIO X30;7803501004057;1;0;10000
;BEAUTY 100 COPOS DE ALGODON X100UND;7805633027379;0;0;1000
;BEAUTY PINZA ANGULAR DISEÑO 1 UND. ANGULAR TWEEZER;7805633019459;0;0;1500
;BEAUTY SETS CORTA UÑAS DE PINZA 1 UND. LAB. BEAUTY SETS;8907626256816;0;0;3000
;BECITEX PARGEVERINA CLORHIDRATO 5MG X20ML LAB. PRATER;7804918410592;0;0;2500
;BEDIATIL FORTE IBUPROFENO 200MG X100ML LAB. PASTEUR;7800068014147;0;0;2500
;BEEF STICK;4008239230096;0;0;500
;BELLADONNA COMPUESTA GOTAS ORALES X30ML KNOP;2000341103161;0;0;5000
;BELLEKISS COLONIA BLUE 1000ML;7804945056329;0;0;5000
;BENCILPECINA POLVO PARA SOLUCION INYECTABLE 2000000 U.I INY X 50;7800061002080;1;0;1500
;BENCILPENICILINA BENZATINA 1.200.000U.I. 1 AMPOLLA LAB. OPKO;7804620834860;0;0;1500
;BENTLEY ANILLO VIB D/PLEASURE;7804918450963;3;0;5000
;BENTLEY CLASSIC GEL X 120 GR;7804918500637;0;0;3500
;BENTLEY GEL LUB CLIMAX CONT.50GR.;7804918452073;10;0;3000
;BENTLEY LUBRICANTE CLASICO 50G;7804918403419;4;0;3000
;BENTLEY LUBRICANTE INTIMO GEL FRUTILLA 50 G;7804918500385;0;0;3500
;BENTLEY LUBRICANTE INTIMO HOT GEL 50G;7804918403440;0;0;4000
;BENTLEY LUBRICANTE INTIMO ICE GEL X 50G;7804918452066;0;0;4000
;BENTLEY LUBRICANTE INTIMO PLAY GEL 50G;7804918452134;0;0;3000
;BENTLY ANILLO 3 VELOCIDADES BENTLEY;7804918400814;6;0;6500
;BENZAC AC PEROXIDO DE BENZOILO;3499320000765;0;0;27000
;BENZAC AC PEROXIDO DE BENZOILO 5G X15G LAB. GALDERMA;3499320007627;0;0;17000
;BEPANTHOBEPHANTOL CREMA REPARADORA X30G LAB. BAYER;7793640992677;30;0;4500
;BEPANTHOL 3G;7805750110435;0;0;4000
;BEPANTHOL DEXPANTENOL 50MG X50G LAB. BAYER;7805750004291;43;0;5500
;BEQUIUM PSEUDOEFEDRINA CLORHIDRATO CODEINA FOSFATO CLORFENAMINA MALEATO JARABE X120ML LS;7800060011816;0;0;15000
;BERODUAL HFA BROMURO DE IPRATROPIO + BROMHIDRATO DE FENETEROL 20MCG + 50MCG 200DOSIS LAB. BOEHRINGE;7809599500358;19;0;28000
;BERSEN PREDNISONA 20MG X20COMP LAB.PASTEUR;7800068010644;11;0;7500
;BEST HOUSE MORDEDOR CON CASCABEL 1UN;8850217600751;0;0;2500
;BESTHOUSE CHUPETE REDONDO;7806125147575;0;0;1000
;BETALOC ZOK METOPROLOL SUCCINATO 50 MG 30;7501098606929;0;0;28000
;BETAMETASONA 0.05. 15 GRS. UNGUENTO. LAB. CHILE;7800007155986;0;0;500
;BETAMETASONA 4MG 1ML LAB. VITALIS;75613043847078;0;0;1000
;BETAMETASONA 4MG 5 AMPOLLAS LAB. VITALIS;7707236125776;0;0;8000
;BETAMETASONA AMP 4 MG1 ML X 100 VITALIS;7707236129125;0;0;100000
;BETAMETASONA CR. OPKO;7804620834563;0;0;500
;BETAMETASONA CREMA TOPICA 15G0.05 HOSPIFARMA;7804640560404;0;0;500
;BETAMETASONA SODIO FOSFATO 4 MG x5AMPOLLAS LAB. BIOSANO;7800061001212;5;0;8000
;BETAMETASONA SOL. ORAL PARA GOTAS 0.5 MGML. CIDOTEN;7800019010198;0;0;30870
;BETAMETASONA-NEOMICINA LCH;7800007143389;0;0;4000
;BETASOLAR BETACAROTENO 6.5MG X60CAPS LAB. FUENTE VITAL;620583941043;1;0;4000
;BETAVOL BETAMETASONA DIPROPIONATO + BETAMETASONA FOSFATO DISODICO 5MG +2MG X1ML LAB.EUROFARMA;7891317131821;0;0;13000
;BETINA BETAHISTINA DICLORHIDRATO 16MG. X30COMP. LAB. EUROFARMA;7891317006396;3;0;18000
;BETINA BETAHISTINA DICLORHIDRATO 24MG. X30COMP. LAB. EUROFARMA;7891317006419;0;0;18000
;BETIS CLOTIAZEPAM 10MG X30COMP. SYNTHON;7800008000049;23;0;10000
;BETIS CLOTIAZEPAN 5MG X30COMP SYNTHON;7800008000032;17;0;4000
;BEVITEX 5MG/ML 20ML;76125438028917;6;0;2500
;BEVITEX FORTE PARGEVERINA CLORHIDRATO GOTAS ORALES 10MGML X20ML PRATER B;7804918410608;6;0;2500
;BEVITEX METAMIZOL MAGNESICO + OARGEVERINA CLORHIDRATO 300MG + 6MG X30ML LAB. PRATER;7804918441244;2;0;2500
;BIBERON 260ML/9OZ PHILIPS;8710103998389;2;0;10000
;BIBERON 260ML/9OZ PHILIPS;8720689011938;1;0;10000
;BIBERON 330ML 11OZ PHILIPS AVENT;8720689006958;2;0;17000
;BIBERON SOFTOUCH240ML 8OZ;4902508809016;2;0;1500
;BIC CONFORT 2 MAQUINA DES. X 5 UNID.;070330721838;0;0;3000
;BICARBONATO DE SODIO 200GR. DROGUERIA NUNOA;7805357001112;100;0;1500
;BICARBONATO DE SODIO 250 GR.;7805357001235;59;0;1500
;BICARBONATO DE SODIO 250G QUIMMATURA;9980808887007;0;0;1500
;BICARBONATO SODIO 150 G. QUIMNATURA;9980324887116;0;0;1200
;BILIDREN 10MG BILASTINA X30 COMP. FAES FARMA;8436024613407;12;0;20000
;BILIDREN BILASTINA 20MG. X30COMP. LAB.FAES FARMA;8436024610116;0;0;18000
;BIO COTONITOS DE ALGODON VARITAS DE PAPEL;5201410663372;0;0;2000
;BIO GAIA PROBIOTICOS X30 COMP. LAB. ABBOTT;7350012551292;0;0;22000
;BIO GAIA SUPLEMENTO EN VITAMINA D 13.5G X30COMP MASTICABLES SABOR NARANJA ABBOTT;7350012555153;0;0;22000
;BIO OIL 125 ML;6001159111719;6;0;11000
;BIO OIL ACEITE PARA EL CUIDADO DE LA PIEL X25ML;6001159124177;0;0;4000
;BIO OIL LOCION DE CUERPO X250ML;6001159129363;2;0;13000
;BIO-OIL ACEITE 60ML;6001159111702;0;0;8000
;BIO-OIL ACEITE PARA CUIDADO DE LA PIEL 25 ML. 1 UND. LAB. UNION SWISS;6001159116431;0;0;4000
;BIO-OIL ACEITE PARA EL CUIDADO DE LA PIEL NATURAL X125ML;6001159124191;0;0;13000
;BIO-OIL ACEITE PARA EL CUIDADO DE LA PIEL X200 ML LAB. UMBRELLA 7;6001159111726;0;0;14500
;BIOACTIV E GOTAS ORALES X30ML KNOP;2000381402538;0;0;5000
;BIOACTIV I GOTAS ORALES X30ML KNOP;2000381402569;0;0;7000
;BIOACTIV N GOTAS X30ML KNOP;2000381402590;0;0;5500
;BIOACTIV O GOTAS ORALES X30ML KNOP;2000381402606;0;0;6000
;BIOACTIV P GOTAS ORALES X30ML KNOP;2000381402613;0;0;7500
;BIOACTIV R GOTAS ORALES X30ML KNOP;2000381402637;0;0;6500
;BIOACTIV S GOTAS ORALES X30ML KNOP;2000381402644;0;0;5500
;BIOACTIV V GOTAS ORALES KNOP;7803504003040;0;0;6000
;BIOACTIV Z GOTAS ORALES X30ML KNOP;2000381402668;0;0;6000
;BIOFLORA SACCHAROMYCES BOULARDII 250MG X10CAPS MAVER;7800004001798;66;0;7500
;BIOGAIA GOTAS PROBIOT vit D X5ML ABBOTT;7800026006818;8;0;22000
;BIOGAIA GOTAS PROBIOTICAS SUPLEMENTO EN VITAMINA D X5ML ABBOTT;7800026006962;37;0;21000
;BIOGEL KETOCONAZOL 1 SHAMPOO X150ML PRATER;7804918441404;1;0;6500
;BIOGEL SHAMPOO KETOCONAZOL 2% 150 ML.;7804918402580;0;0;11000
;BIOLACTUS 12 CAPSULASPROB. ANTIDIARREICO;7800008040014;0;0;3000
;BION 3 MINI SUPLEMENTO ALIMENTARIO X30 COMP LAB. PYG;4027269970000;0;0;17000
;BION 3 MULTIVITAMINICO + PROBIOTICO X60COMP LAB. PROCTER;7500435248747;0;0;23000
;BION 3 MULTIVITAMINICO + PROBIOTICOS X30COMP PG;7500435246903;0;0;13500
;BION 3 SENIOR SUPLEMENTO ALIMENTARIO X30COMP LAB. PNG;4027269687540;0;0;15500
;BION 3 VITAMINAS Y MINERALES X30COMP;4027269969899;0;0;13500
;BION BILDOBACTERIUM 0.25G X21GOTAS LAB. NOVOFARMA;7800017002317;6;0;20000
;BIOPSOL 0.25MG PRAMIPEXOL DICLORHIDRATO MONOHIDRATO 30COMP. ABBOTT B;7800026016336;2;0;22000
;BIOPSOL PRAMIPEXOL DICLORHIDRATO MONOHIDRATO 1MG X30COMP LAB. ABBOTT;7800026016329;0;0;65000
;BIOSUL COLAGENO NATIVO 40MG. X30 CAPS. ITF;7809591402490;0;0;15000
;BIOTIC 5 PROBIOTICOS X30 CAPS. LAB. PHARMATECH;7805357001808;0;0;8000
;BIOTINA 30 CAPS;7808713900395;0;0;5000
;BIOTINA HAIR AND NAILS 30 CAPS;609143735079;5;0;5000
;BIOZEN TRANSTORNOS NERVIOSOS 50COMP SL;7803504003149;0;0;7500
;BISOCOR BISOPROLOL FUMARATO 1.25MG X30COMP LAB MERK;4065266071320;0;0;3500
;BISOPROL FUMARATO 2.5MG X30COMP B;7804633500875;0;0;2500
;BISOPROLOL FUMARATO 2.5 MG. 30 COMP. LAB. CURAESPING;7804673040324;0;0;2500
;BISOPROLOL FUMARATO 5 MG. 30 COMP. LAB. ASCEND;7804650884668;0;0;5000
;BISOPROLOL FUMARATO 5MG 30 COMP. ETHON;7804633500882;2;0;2500
;BISOPROLOL FUMARATO 5MG. X30COMP LCH;7800007805522;72;0;5500
;BLADURIL FLAVOXATO CLORHIDRATO 200MG X20COMP LAB. TECNOFARMA;7800070000046;14;0;18000
;BLADURIL FLAVOXATO CLORHIDRATO 200MG X30COMP TECNOFARMA;7841141005164;6;0;18000
;BLAXITEC 20 MG BILASTINA 20 MG X 30 COMP.;7800060166400;0;0;19900
;BLAXITEC BILASTINA 10MG X30COMP LAB. SAVAL;7800060166592;0;0;15000
;BLISTEX BERRY 4.25G PROTECCION MEDIA 15SPF SYNTHON;7800008000445;5;0;2000
;BLISTEX CLASICO BALSAMO LABIAL 4.25 G BARRA;7800008000469;8;0;2000
;BLISTEX CREMA LABIAL MEDICADA 6 GRS.;7800008020023;37;0;2000
;BLISTEX LIP BIBRANCE;7800008200739;0;0;2000
;BLISTEX MINT 425G PROTECCION MEDIA 15SPF SYNTHON;7800008000452;7;0;2000
;BLIXTERS ULTRA BALSAMO LABIAL;7800008000544;20;0;2000
;BLOQUEADOR SOLAR ANTIOX. 50 GRS. FPS 50. LEBLON;7800004005154;23;0;2000
;BLUE SEDUCTION;8411061081594;2;0;19000
;BLUNDING CABESTRILLO PARA BRAZO TALLA L 1UND BLUNDING;7801001000135;0;0;5000
;BLUNDING CABESTRILLO PARA BRAZO TALLA M 1UND BLUNDING;7801001000128;0;0;5000
;BLUNDING CABESTRILLO PARA BRAZO TALLA S 1UND BLUNDING;7801001000111;0;0;5000
;BLUNDING KIDS CABESTRILLO CALIPSO 4 - 6 1UND. BLUNDING;7801001004553;0;0;4000
;BLUNDING SEPARADOR DE DEDOS EN GEL 1 UND. LAB. BLUNDING;7801001001095;0;0;3500
;BLUNDING SPORT RODILLERA LATEX FREE TALLA L X1UND. BLUNDING;7801001001576;0;0;11000
;BOLITAS DE ALGODON 0.5G X100UND;5901234123464;0;0;1000
;BOLSA DE AGUA CALIENTE 1LITRO THERMICA CHILE;7804995101284;0;0;6950
;BOLSA DE AGUA CALIENTE THERMICA 2LTS;7804995100621;0;0;7000
;BOLSA DE GOMA PARA AGUA CALIENTE CON FUNDA SPRING WAY;753153835943;0;0;7000
;BOLSA DE GOMA PARA AGUA CALIENTE SPRING WAY;7805633028833;0;0;7000
;BOLSA PARA AGUA CALIENTE DE 2LTS THERMICA;7804995818892;0;0;5000
;BOLSA PARA AGUA CALIENTE DISNEY DISENOS.;7804995109884;0;0;9000
;BONAVID COLECALCIFEROL 300000 UI 2ML LAB. PASTEUR;7800068010576;25;0;16000
;BONAVID COLECALCIFEROL 50000UI X4CAP LAB. PASTEUR;7800068011337;13;0;17000
;BORAX EN POLVO X 30 GRAMOS;7805357001051;0;0;500
;BOTIQUIN 16X13X5 CM 33 PIEZAS ISIMED;7804680940648;0;0;7500
;BOTIQUIN NEXCARE MINI 15PZAS;7805070024535;2;0;6000
;BRAVECTO PLUS FLURALANER 250MGMOXIDECTINA 12MG SOLUCION TOPICA 1PIPETA 0.89MLINTERVET;8713184226143;0;0;20000
;BREATH RIGHT ABRE FOSAS NASALES 10TIRAS NASALES CLASICOS;810071800818;0;0;7000
;BREATHE RIGHT PARA PIEL SECA ABRE LAS FOSAS NASALES 10 TIRAS NASALES TRANSPARENTES;810071800825;0;0;6500
;BREXOTIDE  FLUTICASONA PROPIONATO + SALMETEROL  250MCG +25MCG  120DOSIS  LAB. ETEX;7800030075930;5;0;48000
;BREXOTIDE FLUTICASONA PROPIONATO + SALMETEROL 125MCG +25MCG 120DOSIS LAB. ETEX;7800030075923;0;0;64000
;BRILLANTINA ELITA 60ML;8424559011843;0;0;1500
;BRILLO DE LABIOS MAYBELLINE LIFTER GLOSS 006;41554583908;0;0;7000
;BRINTELLIX VORTIOXETINA 10MG X28COMP LAB. LUNDBECK;5702150151711;2;0;80000
;BROKAST LEVODROPROPIZINA 30MG X120ML LAB. PASTEUR;7800068010804;3;0;6500
;BROKS SILVER TALCO PIES 120GRS;7804910019427;54;0;2500
;BROMAZEPAN 3MG X30COMP MINTLAB B;7800063116587;0;0;1500
;BROMHIDRATO DE FENETEROL + BROMURO DE IPRATROPIO 0.025G + 0.050G 25ML SOL. NEB LAB. ETHON;7804633500684;0;0;20000
;BRONCARD LEVODROPROPIZINA 60MG X120ML LAB. ITF-LABOMED;7809591400731;5;0;12000
;BRONCARD LEVODROPROPIZINA 60MG X20COMP LAB. ITF-LABOMED;7809591402544;0;0;9500
;BRONCARD LEVODROPROPIZINA 60ML X15ML LAB. ITF-LABOMED;7809591401233;0;0;19000
;BRONCHO-VAXOM INMUNOESTIMULANTE X30CAPS LAB. ITF-LABOMED;7809591401424;0;0;85000
;BRONCOT AMBROXOL CLORHIDRATO 7.5MG X30ML LAB. ABBOTT;7800026020104;10;0;7500
;BRONCOT FORTE AMBROXOL CLORHIDRATO 30MG X5ML LAB. ABBOTT;7800026003268;0;0;6500
;BRONCOVID MIEL + PALTO 5ML X125ML LAB. VITALAB;737186233679;0;0;2000
;BROOKS LADY 42K SPRAY 100G;7804902048619;0;0;6500
;BROOKS SILVER TECK;7804902016281;36;0;4000
;BROOKS SILVER TECK X220G;7804902038085;2;0;5500
;BROOKS TALCO X 80G -;7804910019434;40;0;2000
;BRUT CLASSIC DES 150ML;7502221187599;6;0;4000
;BRUT CLASSIC ESPUMA DE AFEITAR X210ML BRUT;7502221183898;0;0;5500
;BRUT COLONIA XTREME 100ML;7502221187773;2;0;12000
;BUBLINA CIPROFIBRATO 100MG X30COMP LAB. MEGALABS;7460536557417;0;0;26000
;BUBU ABSORBENTE DE LECHE X30 UND. LAB. NOVASALUD;7805633015079;2;0;2000
;BUBU ABSORBENTE DE LECHE X60 UND. LAB. NOVASALUD;7805633015086;3;0;3500
;BUBU ABSORBENTE DE LECHE X90 UND. LAB. NOVASALUD;7805633015093;0;0;5000
;BUBU ACONDICIONADOR 400ML;7809622000442;5;0;2000
;BUBU ASPIRADOR NASAL 0+;7805633013778;5;0;2500
;BUBU CHUPETE ENTRETENCION;7805633013761;8;0;2500
;BUBU COLONIA LILA 240ML;7809622000411;0;0;1500
;BUBU EMULSIONADO 750ML;7809622000466;9;0;1500
;BUBU EMULSIONADO DE VACELINA 400ML;7809622000459;3;0;1500
;BUBU MAMADERA BOCA ANCHA 240ML;7805633012603;0;0;2500
;BUBU ULTRA PREMIUM PAÑALES DESECHABLES XG 13-15KL 14 UND. LAB. SOCOFA;7805633027737;0;0;3000
;BUBU ULTRA PREMIUM PANALES TALLA M X40UND SOCOFAR;7805633024422;0;0;7000
;BUBU ULTRAPREMIUM PANALES TALLA G X18UND SOCOFAR;7805633027720;0;0;3000
;BUDESONIDA 200MCG;7804629440550;0;0;8000
;BUDESYNT SYNT BUDESONIDA 0.322G 200DOSIS LAB. FAES;7804629440086;0;0;9000
;BUDU VARITAS DE PAPEL EXTRA SUAVES 200 UND SOCOFAR;7805633015024;0;0;1000
;BUFFER INHALE CHAMBER AEROCAMARA INFANTIL 1 UND BIOMEDIKA;7804666065341;0;0;3500
;BURTEN SL KETOROLACO TROMETAMOL 30MG X2COMP LAB. CHILE;7800007804402;2;0;4500
;BUSCAPINA N-BUTILBROMURO DE HIOSCINA 10MG 20ML LAB. SANOFI;3664798046663;2;0;7500
;BUSCAPINA SOL OR SAN 20ML;7800058535591;0;0;7500
;BUSTER COLLAR 12.5CM;5703188232991;0;0;5000
;BUTOCORT HFA SULFATO DE SALBUTAMOL + DIPROPIONATO DE BECLOMETASONA  120MCG + 50MCG  250DOSIS  LAB.;7795373022126;0;0;14280
;BUTON ADULTOS COMP. X100COMP MINTLAB;7800063310503;5;0;5000
;BUTRINO ANFEBUTAMONA CLORHIDRATO 150MG X30COMP LAB. EUROFARMA;7891317006433;0;0;14000
;BUTRINO COM.REC.150MG.30 ANFEBUTAMONA CLORHIDRATO;1610130;0;0;15000
;BUTRINO XL ANFEBUTAMONA CLORHIDRATO 300MG;7891317022259;0;0;24000
;BUTTERFLY CEPILLO COLOR BUTTERFLY PEQUEÑO 1 UND. LAB. HEXO;8424559085158;0;0;1500
;BUXON ANFEBUTAMONA 150 MG. 30 COMP. LAB. SAVAL;7800060114364;0;0;29000
;CABERTRIX CABERGOLINA 0.50MG X2COMP LAB. TECNOFARMA;7730979091947;0;0;45000
;CABESTRILLO ARM SLING KIDS BLUNDING;7801001004638;0;0;4000
;CABESTRILLO XL BLUNDING;7801001000142;0;0;5000
;CABRESTILLO COLORES 12/14;7801001004676;0;0;4000
;CABRESTILLO SIMPLE TALLA M;7805633002284;0;0;5000
;CACTUS D6 MEDICAMENTO HOMEOPATICO X90 COMP. LAB. KNOP;2000110413378;0;0;4500
;CADENA CON PRENDEDOR DE LUJO;7806125648379;0;0;2000
;CAFFEINE MAX ALIMENTO PARA DEPORTES X60CAPS LAB. SN;737186232771;5;0;6500
