Producto;Codigo;Stock;Costo;Precio;Categoria
ANULETTE CD LEVONORGESTREL 0.15 MG ETINELESTRADIOL 0.03 MG. 28 COMP. LAB. ANDROMACO;7800020187506;90;0;5000;Estrógenos, progestágenos y anticoncep.
ANXIUM  HYPERICUM PERFORATUM  300 MG  60 CAPS.  LAB. KNOP;7803504000865;0;0;14280;SIN CLASIFICAR
ANZAP 10 OLANZAPINA 10MG X30COMP ASCEND B;7804650886792;0;0;11500;Antipsicóticos
ANZAP OLANZAPINA 10MG X30COMP LAB. ASCEND;7804650880219;0;0;12000;Antipsicóticos
APIS COMPUESTO X30ML KNOP;2000341111944;0;0;6500;SIN CLASIFICAR
APIS D6 COMP. KNOP;2000110411947;0;0;4000;SIN CLASIFICAR
APOQUE OCLACITINIB 16MG 20 COMPR.;5414736044217;0;0;49000;SIN CLASIFICAR
APOQUE OCLACITINIB 3.6MG;5414736054643;0;0;36000;SIN CLASIFICAR
APOSITO ADHESIVO TRANSPARENTE 6X7CM 1UND CRANBERRY CJ C;7806130008182;0;0;500;Dispositivos y accesorios médicos
APOSITO ALGINATO+PLATA 5X5 CM X1UND CRANBERRY CJ XX;44A6AEAANFJ3BC;0;0;1000;Dispositivos y accesorios médicos
APOSITO CUTIMED ALGINATE 10X10;35664033101;6;0;0;Dispositivos y accesorios médicos
APOSITO DE ESPUMA NO ADHESIVO 10CMX10CM X1UND FARMACTIVE CJ X;8000246006059;0;0;550;Dispositivos y accesorios médicos
APOSITO DE GASA TRANSPARENTE 5X7;6920230614034;0;0;300;Dispositivos y accesorios médicos
APOSITO DE GASA+ALGODON 13X23;7806130015319;0;0;500;Dispositivos y accesorios médicos
APOSITO GASA NATURAL 10X20 1UND ESTERIL;APOSITO;0;0;3500;Dispositivos y accesorios médicos
APOSITO GASA NATURAL10CM X 20CM;APNG;0;0;500;Dispositivos y accesorios médicos
APOSITO GASA NT + ALGODON EST 10X20 BOLSA X10;7806130016552;0;0;350;Dispositivos y accesorios médicos
APOSITO GASA NT + ALGODON EST 20X25;44A6ASJANFE2BA;0;0;500;Dispositivos y accesorios médicos
APOSITO TRANSPARENTE 15X20 CM;5341343153;0;0;2380;Dispositivos y accesorios médicos
APOSITO TRANSPARENTE CON GAZA 8X15 CM;4415341343;0;0;1000;Dispositivos y accesorios médicos
APOSITOS PLENITUD LEVE 20UND;7794626011252;34;0;5500;SIN CLASIFICAR
APOSITOS TRANSPARENTES FAMILY SET 3 UNIDADES 10X12CM.;7805633008101;10;0;2000;SIN CLASIFICAR
AQUAFERSH LITTLE TEETH CREM DEN GSK 63G;7794640171161;0;0;2000;SIN CLASIFICAR
AQUAFRESH CREMA DENTAL INTENSE WHITE 2 X 96 GR;7804900000596;0;0;2000;Fórmulas especificados por Minsal
AQUAFRESH LITTLE TEETH CEP DEN GSK 1UNI CON TAPA DE VIAJE;7794640171338;0;0;2000;Dispositivos y accesorios médicos
AQUAFRESH PACK TRIPLE PROTEC. PASTA DENTAL SABOR MENTA X2 316G GSK;7804900000688;0;0;4500;Equipamiento de uso médico
AQUAFRESH TRIPLE PROTECTION X 158G SABOR MENTA;7804900000541;0;0;2000;SIN CLASIFICAR
AQUAFRESH WHITENING CREM DEN GSK 9675G;7794640172311;0;0;1500;SIN CLASIFICAR
AQUAPHOR EUCERIN REPARADOR LABIAL X 10ML;4005800268731;13;0;10000;SIN CLASIFICAR
AQUAWIPES 80UND BUBU;7805633026846;27;0;2000;SIN CLASIFICAR
ARDO AMARYLL BOMBA EXTRACION MANUAL X1UND;7640109053274;0;0;22000;Dispositivos y accesorios médicos
ARENARIA COMPUESTA GOTAS ORALES X30ML KNOP;2000341103123;0;0;4500;SIN CLASIFICAR
ARIPIPARAZOL 10 MG. 30 COMP. LAB. DE CHILE;7800007810083;0;0;5500;SIN CLASIFICAR
ARIPIPRAZOL 10MG X30COMP ASCEND B;7804650885276;0;0;15000;Antipsicóticos
ARIPIPRAZOL 5 MG X 30 COMPRIMIDOS LAB CHILE;7800007810076;0;0;6500;Antipsicóticos
ARIPIPRAZOL 5MG;7804681740230;0;0;5000;Antipsicóticos
ARIVITAE 5MG ARIPIPRAZOL X28COMP GALENICUM B;8437020503440;0;0;9500;Antipsicóticos
ARIVITAE ARIPIPRAZOL 10MG;7804653720390;0;0;15000;Antipsicóticos
ARIVITAE ARIPIPRAZOL 15MG X28COMP LAB. GALENICUM;7804653720406;0;0;12000;Antipsicóticos
ARIZOL 10MG ARIPIPRAZOL 10MG 28 COMPRIMIDOS;7804656600507;0;0;19000;Antipsicóticos
ARIZOL 5MG ARIPIPRAZOL 28 COMPRIMIDOS;7804656600491;1;0;17000;Antipsicóticos
ARLETTE 28 0075MG DESOGESTREL 28 COMPR.;7800026015162;0;0;14000;Estrógenos, progestágenos y anticoncep.
ARMONYL COMPUESTO GOTAS 30ML;7800004227426;0;0;2500;SIN CLASIFICAR
ARMONYL DIA 20 COMP.VALERIANA+PASSIFLORA+CRATAEGUS;7800004509225;0;0;2000;SIN CLASIFICAR
ARMONYL NOCHE MANZANILLA GTS 30ML;7800004506149;0;0;2500;SIN CLASIFICAR
ARMONYL NOCHE VALERIANA 200 MG+PASSIFLORA 50 MG+MANZANILLA 50 MG. 20 COMP. LAB.MAVER;7800004000258;0;0;2500;SIN CLASIFICAR
ARNICA D6 MEDICAMENTO HOMEOPATICO 90 COMP. LAB. KNOP;2000110412197;0;0;2500;Medicamentos y Productos Farmacéuticos
ARNICA-HAMAMELIS COMPUESTO GOTAS ORALES X30ML KNOP;2000341103130;0;0;6000;SIN CLASIFICAR
ARNIKADERM CONTUSIONES - HEMATOMAS - USO TOPICO X50G KNOP;7803504005808;46;0;5000;SIN CLASIFICAR
ARTESOL CILOSTAZOL 100MG X30COMP LAB. ABBOTT;7800026015698;0;0;25000;Trombolíticos/inhib. agregación plaquet.
ARTHOZEEL- HEEL 5 AMPO;7809561400662;3;0;20000;SIN CLASIFICAR
ARTHROZEEL 50 COMPRIMIDOS SUBLINGUALES;7809561400518;0;0;18000;SIN CLASIFICAR
ARTRILAB LEFLUNOMIDA 20MG X30COMP LAB. ITF-LABOMED;7809591402742;0;0;67000;Antiartrósico, antirreumático
ARTROPLEX REUMATISMO X60 COMP KNOP;7803504002319;0;0;10000;SIN CLASIFICAR
ARZIMOL ACIDO FUSIDICO 2 15G RAFFO;7795347980483;0;0;12000;Vitaminas, minerales y oligoelementos
ASEPXIA AZUFRE ANTI-SEBO JABON X 100 GR;650240007828;5;0;5500;Dermatológicos, fanereos
ASEPXIA CARBON DETOX JAB 100G ASEP;650240035401;10;0;4000;Antídotos, quelantes y eméticos
ASEPXIA EXFOLIANTE JAB BARRA ASE 100G;650240004643;9;0;4000;SIN CLASIFICAR
ASEPXIA JABON BICARBONATO X100GRS;650240036965;5;0;4500;SIN CLASIFICAR
ASEPXIA MAQUILLAJE POLVO COMP BEIGE M;650240051609;0;0;8000;Otros equipos electrom. no especificados
ASEPXIA SPOT SECANTE GEL X 28GR;650240004001;1;0;7500;SIN CLASIFICAR
ASHWAGANDHA;799192435300;4;0;9000;SIN CLASIFICAR
ASPIRADOR NASAL BEST HOUSE;4710693250786;0;0;5000;Dispositivos y accesorios médicos
ASPIRADOR NASAL SIMONS BREAHE EZZ FILTRO EST HIGIENICO NUBY;7804945024311;1;0;8000;Dispositivos y accesorios médicos
ASPIRADOR NASAL Y LIMPIADOR DE OIDO 0M+;8850217700376;0;0;3500;Dispositivos y accesorios médicos
ATEMPERATOR ACIDO VALPROICO 10MG X25ML LAB. NOVOFARMA;7800026024461;0;0;19000;Vitaminas, minerales y oligoelementos
ATROVENT HFA BROMURO DE IPRATROPIO 20MCG 200DOSIS LAB. BOERINGER INGELHEIM;4048846003836;0;0;30000;Antiasmáticos
AUBE QUITA ESMALTE HIERBAS 110ML DALBERT;7804969109124;0;0;2500;SIN CLASIFICAR
AUBE SHAMPOP ORTIGA;7804969128217;0;0;4500;SIN CLASIFICAR
AUBE TALCO DESODORANTE CON ALCANFOR Y MENTOL 120G LAB. D ALBERT;7804969129313;0;0;3500;SIN CLASIFICAR
AUDE QUITA ESMALTE LIMON X110ML DALBERTO;7804969109131;0;0;2500;SIN CLASIFICAR
AURITUSS SALMETEROL + FLUTICASONA PROPIONATO 25 MCG+ 125MCG 120DOSIS LAB. ABBOTT;7800026006825;0;0;48000;Broncodilatadores
AURITUSS SALMETEROL FLUTICASONA 25250 120 DOSIS;7800026006832;0;0;44000;Broncodilatadores
AUROSOL FORTE HIPROMELOSA 0.7MG X10ML LAB. PHARMATECH;7804657990805;0;0;5000;SIN CLASIFICAR
AUTOBRONCENATE 190 GRS. LEBLON BRONZER;7800004003051;0;0;6500;SIN CLASIFICAR
AVAMYS FLUTICASONA FUROATO NEBULIZACION NASAL 27.5MCGDOSIS X120DOSIS GSK;7800029000301;12;0;20000;Antiasmáticos
AVENA SATIVA 30 ML. GOTAS ORALES;VNSTIV;0;0;8000;SIN CLASIFICAR
AVENA SATIVA 30ML;2010380112598;0;0;6000;SIN CLASIFICAR
AVENA SATIVA T.M. 30ML KNOP;2010380012591;0;0;8000;SIN CLASIFICAR
AVENE AGUA TERMAL;3282779003131;3;0;16000;Agua y electrolitos
AVENE CICALFATE CREMA REPARADORA PROTECTORA 40ML LAB. PIERRE FABRE;3282770204667;2;0;10000;Fórmulas especificados por Minsal
AVENE EAU THERMALE AGUA TERMAL X150ML PIERRE FABRE;3282779003124;1;0;12000;Agua y electrolitos
AVENE EAU THERMALE AGUA TERMAL X2UND 50ML CU PIERRE FABRE;7804652955502;1;0;7500;Agua y electrolitos
AVENT ANTI-COLIC BIBERON 1M+ CELESTE 260 ML PHILIPS;8720689013758;0;0;11000;SIN CLASIFICAR
AVENT PEZONERA DE SILICONA TALLA M 2 UNIDADES;8710103907763;0;0;14000;SIN CLASIFICAR
AVENT PHILIPS CHUPETE SILICONA NOCTURNO 0-6 M 2 UND NINA;8720689012836;0;0;12500;SIN CLASIFICAR
AXE APOLLO;7801293043737;0;0;2000;SIN CLASIFICAR
AXE APOLLO 72HRS ANTITRANSPIRANTE;7791293043739;49;0;2000;SIN CLASIFICAR
AXE BLACK 48 H;7801293041033;0;0;2000;SIN CLASIFICAR
AXE DARK TEMTATION;7791293043722;0;0;2500;SIN CLASIFICAR
AXE EPIC FRESH POMELO Y CARDAMOMO SPRAY;7791293044040;57;0;2000;SIN CLASIFICAR
AXE MARINE 48HRS;7791293043791;42;0;2000;SIN CLASIFICAR
AXE MUSK;7791293043807;99;0;2000;SIN CLASIFICAR
AZELASTINA CLORHIDRATO 0.05;7795368001815;3;0;23000;Medicamentos y Productos Farmacéuticos
AZITROMICINA 500MG 6COMP LAB. DE CHILE;7800007661258;33;0;2000;Antibióticos
AZITROMICINA AZIMTROMICINA 200MG X30ML LAB. PHARMATECH;8680199009026;0;0;3500;Antibióticos
AZUFRE FLOR 20G QUIMNATURA;9008088666508;0;0;500;Dermatológicos, fanereos
AZUL DE METILENO 2 20ML. VALMA;7800044000188;14;0;2000;SIN CLASIFICAR
AZULFIDINE SULFASALAZIA 500MG X100COMP LAB. PFIZER;7800001005300;0;0;100000;SIN CLASIFICAR
B COMPLEX;4022679157850;4;0;3500;SIN CLASIFICAR
B-COMPLEX B;7804671180176;0;0;2500;SIN CLASIFICAR
B100 SET LIMAS UÑAS X2;7805633019237;3;0;1000;SIN CLASIFICAR
B12 VITAMINA SUPLEMENTO ALIMENTARIO 100 COMP. LAB. CURAESPRING;7804673040102;0;0;3000;Vitaminas, minerales y oligoelementos
BABERO BORDADO VELCRO BEST HOUSE BABY WORLD;6924844310726;0;0;2500;SIN CLASIFICAR
BABY AMMENS ACONDICIONADOR FORMULA NEUTRA X250 M;7502311690510;3;0;3000;Fórmulas especificados por Minsal
BABY CEPILLO DENTAL VITIS 0+;8427426054547;0;0;4000;Dispositivos y accesorios médicos
BABY LEE ACONDICIONADOR DERMATOLOGICO BRILLITOS MAGICOS X400ML BALLERINA;7804920005779;0;0;3000;SIN CLASIFICAR
BABY LEE ACONDICIONADOR HIPOALEGENICO MANZANILLA X400ML;7804920001207;0;0;3000;SIN CLASIFICAR
BABY LEE ACONDICIONADOR HIPOALERGENI COCO Y AVENA X400ML BALLERINA;7804920007544;0;0;3000;SIN CLASIFICAR
BABY LEE KIDS ACONDICIONADOR DERMATOLOGICO AROMA INFINITO A MELON X400ML BALLERINA;7804920006882;0;0;3000;SIN CLASIFICAR
BABY LEE KIDS ACONDICIONADOR DERMATOLOGICO X400ML;7804920006219;0;0;3000;SIN CLASIFICAR
BABY LEE KIDS BANO DE ESPUMA DERMATOLOGICO X400ML;7804920006899;0;0;3000;SIN CLASIFICAR
BABY LEE KIDS SHAMPOO DERMATOLOGICO AROMA INFINITO A MELON X400ML BALLERINA;7804920006875;0;0;3000;SIN CLASIFICAR
BABY LEE SHAMPOO DERMATOLOGICO BRILLITOS MAGICOS X400ML BALLERINA;7804920005762;0;0;3000;SIN CLASIFICAR
BABY PLASTIC BOTTLE NIPPLE;755695662940;0;0;2500;SIN CLASIFICAR
BABY SHAMPOO MANZANILLA SIMONDS BABY CARE HIPOALERGENICO X610ML DURANDIN;7804945012301;4;0;4500;SIN CLASIFICAR
BABY SHAMPOO SIMONDS HIPOALERGENICO SIN SAL X400ML DURANDIN;7804945012103;0;0;3000;SIN CLASIFICAR
BABY SHAMPOO SIMONDS HIPOALERGENICO X610ML;7804945001121;0;0;4000;SIN CLASIFICAR
BABYLAND ACEITE RELAX 210ML;7804945075108;29;0;2000;Laxantes
BABYLAND BALSAMO ACONDICIONADOR MANZANILLA HIPOALERGENICO X410ML DURANDIN;7804945007390;0;0;2500;SIN CLASIFICAR
BABYLAND EMULSIONADO NEUTRO 700ML;7804945007321;3;0;4000;SIN CLASIFICAR
BABYLAND SHAMPOO MANZANILLA CABELLOS CLAROS HIPOALERGENICO X140ML DURANDIN;7804945007345;0;0;2500;SIN CLASIFICAR
BABYSEC PREMIUM 20 PANALES TALLA M;7806500752318;0;0;3500;SIN CLASIFICAR
BABYSEC PREMIUM XG PANAL X 14;7806500752288;0;0;3500;SIN CLASIFICAR
BACITRACINA + NEOMICINA 15G. MILAB;7800063160085;0;0;1500;Antibióticos
BACITRACINA NEOMICINA 15 GRAS.;7804640560541;63;0;1500;Antibióticos
BACITRACINA+NEOMICINA UNGUENTO DERMICO USO TOPICO X15G LCH;7800007679703;0;0;1500;SIN CLASIFICAR
BAGOMICINA MINOCICLINA 100MG 15COMP LAB. BAGO;7800028001606;5;0;20000;Antibióticos
BAGOMICINA MINOCICLINA 30COMP BAG 50MG;7800028001590;2;0;22000;Antibióticos
BAGOMIGRAL NARATRIPT 10COMP BAG 25MG;7800028001873;0;0;11000;SIN CLASIFICAR
BAGOMIGRAL NARATRIPTAN 2.5MG X2COMP LAB.BAGO;7800028001880;0;0;5000;Fármacos antimigraña (dolor vascular)
BAILAHUEN 30ML;2010380112727;0;0;7500;SIN CLASIFICAR
BAJA LENGUA MADERA MUN CARE 100UND;7805633002987;0;0;1500;Dispositivos y accesorios médicos
BAJADA DE SUERO CRANBERRY;76062062999822;3;0;500;Alimentación enteral
BALLERINA ACONDICIONADOR LARGO INCREIBLE KERATINA+PROTEINAS X750 ML LAB. BALLERINA;7804920006936;0;0;2000;SIN CLASIFICAR
BALLERINA JABON LIQUIDO DOBLE HUMECTACION PH5 PH PIEL;7804920012166;0;0;1500;SIN CLASIFICAR
BALSAMO ACONDICIONADOR MANZANILLA SIMONDS BABY CARE X400ML DURANDIN;7804945002043;4;0;3000;SIN CLASIFICAR
BALSAMO KADUS FINAS HIERBAS X900ML;7804947005486;0;0;1500;SIN CLASIFICAR
BALSAMO LABIAL NIVEA BLACKBERRY SHINE 4.8G;4005900764546;0;0;4000;SIN CLASIFICAR
BALSAMO LABIAL NIVEA CUIDADO BASICO FPS. 15 4.8 GR. 1 UND. LAB. BEIERSDORF;4005900436931;0;0;3500;SIN CLASIFICAR
BALSAMO LABIAL NIVEA ORIGINAL CARE 4.8 G;7791969850616;0;0;5500;SIN CLASIFICAR
BALSAMO LABIAL NIVEA PRINCESAS;4006000157269;5;0;5000;SIN CLASIFICAR
BANDA ADHESIVA 7.5CM X 4.5M;6920200224058;0;0;2000;Dispositivos y accesorios médicos
BANDITAS TRANSPARENTES NEXCARE DISCRET;51131223684;0;0;2500;SIN CLASIFICAR
BANO Y SHAMPOO AROMA NEUTRO BUBU;7809622000473;1;0;2000;SIN CLASIFICAR
BARBERIS CANTHARIS COMPUESTO MEDICAMENTO HOMEOPATICO X30ML LAB. KNOP;2000341103185;0;0;6000;SIN CLASIFICAR
BARRA ANTITRANSPIRANTE NIVEA BLACK WHITE X50G;4006000087054;0;0;2500;SIN CLASIFICAR
BARRA ANTITRANSPIRANTE NIVEA BLACKWHITE X50ML;4006000087061;0;0;2500;SIN CLASIFICAR
BARRA ANTITRANSPIRANTE NIVEA TONO NATURAL X50ML;4006000067247;0;0;2500;SIN CLASIFICAR
BARRA ANTITRANSPIRANTE SPEED STICK 50MG REDUCE MANCHAS;7509546046822;0;0;2500;SIN CLASIFICAR
BARRA ANTITRANSPIRANTE SPEED STICK HYPOALLERGENIC;7501035907591;7;0;2500;SIN CLASIFICAR
BARRA ANTITRANSPIRANTE SPEED STICK X5 50G;7509546052755;16;0;2500;SIN CLASIFICAR
BARRA DESODORANTE AXE APOLLO CITRUS Y MADERA 45G;75076238;0;0;3000;SIN CLASIFICAR
BARRA DESODORANTE AXE DARK TEMPTATION X45G;75076252;0;0;3000;SIN CLASIFICAR
BARRA DESODORANTE AXE EPIC FRESH POMELO Y CARDAMOMO;75076221;0;0;3000;SIN CLASIFICAR
BARRA DESODORANTE SPEED STICK ZERO X76G;7509546652030;0;0;2500;SIN CLASIFICAR
BARRA DESODORANTE WOLFTHORN. 50 GRS.;7506309839202;0;0;2500;SIN CLASIFICAR
BATISTE SHAMPOO EN SECO TROPICAL EXOTIC COCONUT X200ML;5010724527511;0;0;10000;SIN CLASIFICAR
BAYCUTEN ACETATO DE DEXAMETASONA + CLOTIMAZOL 6MG + 150MG X15G LAB. BAYER;7891106000154;4;0;25000;Medicamentos y Productos Farmacéuticos
BEAUTIP ARAMA;7803501004019;1;0;10000;SIN CLASIFICAR
BEAUTIP-D SUPLEMENTO ALIMENTARIO X30;7803501004057;1;0;10000;Vitaminas, minerales y oligoelementos
BEAUTY 100 COPOS DE ALGODON X100UND;7805633027379;0;0;1000;Algodón y relacionados
BEAUTY PINZA ANGULAR DISEÑO 1 UND. ANGULAR TWEEZER;7805633019459;0;0;1500;Dispositivos y accesorios médicos
BEAUTY SETS CORTA UÑAS DE PINZA 1 UND. LAB. BEAUTY SETS;8907626256816;0;0;3000;Dispositivos y accesorios médicos
BECITEX PARGEVERINA CLORHIDRATO 5MG X20ML LAB. PRATER;7804918410592;0;0;2500;Antiespasmódicos
BEDIATIL FORTE IBUPROFENO 200MG X100ML LAB. PASTEUR;7800068014147;0;0;2500;Analgésico Antipirético Antiinflamatorio
BEEF STICK;4008239230096;0;0;500;SIN CLASIFICAR
BELLADONNA COMPUESTA GOTAS ORALES X30ML KNOP;2000341103161;0;0;5000;SIN CLASIFICAR
BELLEKISS COLONIA BLUE 1000ML;7804945056329;0;0;5000;SIN CLASIFICAR
BENCILPECINA POLVO PARA SOLUCION INYECTABLE 2000000 U.I INY X 50;7800061002080;1;0;1500;Otros equipos electrom. no especificados
BENCILPENICILINA BENZATINA 1.200.000U.I. 1 AMPOLLA LAB. OPKO;7804620834860;0;0;1500;SIN CLASIFICAR
BENTLEY ANILLO VIB D/PLEASURE;7804918450963;3;0;5000;SIN CLASIFICAR
BENTLEY CLASSIC GEL X 120 GR;7804918500637;0;0;3500;SIN CLASIFICAR
BENTLEY GEL LUB CLIMAX CONT.50GR.;7804918452073;10;0;3000;SIN CLASIFICAR
BENTLEY LUBRICANTE CLASICO 50G;7804918403419;4;0;3000;SIN CLASIFICAR
BENTLEY LUBRICANTE INTIMO GEL FRUTILLA 50 G;7804918500385;0;0;3500;SIN CLASIFICAR
BENTLEY LUBRICANTE INTIMO HOT GEL 50G;7804918403440;0;0;4000;SIN CLASIFICAR
BENTLEY LUBRICANTE INTIMO ICE GEL X 50G;7804918452066;0;0;4000;SIN CLASIFICAR
BENTLEY LUBRICANTE INTIMO PLAY GEL 50G;7804918452134;0;0;3000;SIN CLASIFICAR
BENTLY ANILLO 3 VELOCIDADES BENTLEY;7804918400814;6;0;6500;SIN CLASIFICAR
BENZAC AC PEROXIDO DE BENZOILO;3499320000765;0;0;27000;Medicamentos y Productos Farmacéuticos
BENZAC AC PEROXIDO DE BENZOILO 5G X15G LAB. GALDERMA;3499320007627;0;0;17000;Medicamentos y Productos Farmacéuticos
BEPANTHOBEPHANTOL CREMA REPARADORA X30G LAB. BAYER;7793640992677;30;0;4500;Fórmulas especificados por Minsal
BEPANTHOL 3G;7805750110435;0;0;4000;SIN CLASIFICAR
BEPANTHOL DEXPANTENOL 50MG X50G LAB. BAYER;7805750004291;43;0;5500;Medicamentos y Productos Farmacéuticos
BEQUIUM PSEUDOEFEDRINA CLORHIDRATO CODEINA FOSFATO CLORFENAMINA MALEATO JARABE X120ML LS;7800060011816;0;0;15000;Narcóticos
BERODUAL HFA BROMURO DE IPRATROPIO + BROMHIDRATO DE FENETEROL 20MCG + 50MCG 200DOSIS LAB. BOEHRINGE;7809599500358;19;0;28000;Antiasmáticos
BERSEN PREDNISONA 20MG X20COMP LAB.PASTEUR;7800068010644;11;0;7500;Corticosteroides, esteroides anabólicos
BEST HOUSE MORDEDOR CON CASCABEL 1UN;8850217600751;0;0;2500;SIN CLASIFICAR
BESTHOUSE CHUPETE REDONDO;7806125147575;0;0;1000;SIN CLASIFICAR
BETALOC ZOK METOPROLOL SUCCINATO 50 MG 30;7501098606929;0;0;28000;Antihipertensivos
BETAMETASONA 0.05. 15 GRS. UNGUENTO. LAB. CHILE;7800007155986;0;0;500;Corticosteroides, esteroides anabólicos
BETAMETASONA 4MG 1ML LAB. VITALIS;75613043847078;0;0;1000;Corticosteroides, esteroides anabólicos
BETAMETASONA 4MG 5 AMPOLLAS LAB. VITALIS;7707236125776;0;0;8000;Corticosteroides, esteroides anabólicos
BETAMETASONA AMP 4 MG1 ML X 100 VITALIS;7707236129125;0;0;100000;Corticosteroides, esteroides anabólicos
BETAMETASONA CR. OPKO;7804620834563;0;0;500;Corticosteroides, esteroides anabólicos
BETAMETASONA CREMA TOPICA 15G0.05 HOSPIFARMA;7804640560404;0;0;500;Corticosteroides, esteroides anabólicos
BETAMETASONA SODIO FOSFATO 4 MG x5AMPOLLAS LAB. BIOSANO;7800061001212;5;0;8000;Corticosteroides, esteroides anabólicos
BETAMETASONA SOL. ORAL PARA GOTAS 0.5 MGML. CIDOTEN;7800019010198;0;0;30870;Corticosteroides, esteroides anabólicos
BETAMETASONA-NEOMICINA LCH;7800007143389;0;0;4000;SIN CLASIFICAR
BETASOLAR BETACAROTENO 6.5MG X60CAPS LAB. FUENTE VITAL;620583941043;1;0;4000;SIN CLASIFICAR
BETAVOL BETAMETASONA DIPROPIONATO + BETAMETASONA FOSFATO DISODICO 5MG +2MG X1ML LAB.EUROFARMA;7891317131821;0;0;13000;Corticosteroides, esteroides anabólicos
BETINA BETAHISTINA DICLORHIDRATO 16MG. X30COMP. LAB. EUROFARMA;7891317006396;3;0;18000;Antivertiginosos
BETINA BETAHISTINA DICLORHIDRATO 24MG. X30COMP. LAB. EUROFARMA;7891317006419;0;0;18000;Antivertiginosos
BETIS CLOTIAZEPAM 10MG X30COMP. SYNTHON;7800008000049;23;0;10000;Ansiolíticos, tranquiliz., antimaníacos
BETIS CLOTIAZEPAN 5MG X30COMP SYNTHON;7800008000032;17;0;4000;SIN CLASIFICAR
BEVITEX 5MG/ML 20ML;76125438028917;6;0;2500;SIN CLASIFICAR
BEVITEX FORTE PARGEVERINA CLORHIDRATO GOTAS ORALES 10MGML X20ML PRATER B;7804918410608;6;0;2500;Antiespasmódicos
BEVITEX METAMIZOL MAGNESICO + OARGEVERINA CLORHIDRATO 300MG + 6MG X30ML LAB. PRATER;7804918441244;2;0;2500;Analgésico Antipirético
BIBERON 260ML/9OZ PHILIPS;8710103998389;2;0;10000;SIN CLASIFICAR
BIBERON 260ML/9OZ PHILIPS;8720689011938;1;0;10000;SIN CLASIFICAR
BIBERON 330ML 11OZ PHILIPS AVENT;8720689006958;2;0;17000;SIN CLASIFICAR
BIBERON SOFTOUCH240ML 8OZ;4902508809016;2;0;1500;SIN CLASIFICAR
BIC CONFORT 2 MAQUINA DES. X 5 UNID.;070330721838;0;0;3000;Dispositivos y accesorios médicos
BICARBONATO DE SODIO 200GR. DROGUERIA NUNOA;7805357001112;100;0;1500;Agentes alcalinizadores
BICARBONATO DE SODIO 250 GR.;7805357001235;59;0;1500;Agentes alcalinizadores
BICARBONATO DE SODIO 250G QUIMMATURA;9980808887007;0;0;1500;Agentes alcalinizadores
BICARBONATO SODIO 150 G. QUIMNATURA;9980324887116;0;0;1200;Agentes alcalinizadores
BILIDREN 10MG BILASTINA X30 COMP. FAES FARMA;8436024613407;12;0;20000;Antihistamínicos
BILIDREN BILASTINA 20MG. X30COMP. LAB.FAES FARMA;8436024610116;0;0;18000;Antihistamínicos
BIO COTONITOS DE ALGODON VARITAS DE PAPEL;5201410663372;0;0;2000;Algodón y relacionados
BIO GAIA PROBIOTICOS X30 COMP. LAB. ABBOTT;7350012551292;0;0;22000;SIN CLASIFICAR
BIO GAIA SUPLEMENTO EN VITAMINA D 13.5G X30COMP MASTICABLES SABOR NARANJA ABBOTT;7350012555153;0;0;22000;Vitaminas, minerales y oligoelementos
BIO OIL 125 ML;6001159111719;6;0;11000;SIN CLASIFICAR
BIO OIL ACEITE PARA EL CUIDADO DE LA PIEL X25ML;6001159124177;0;0;4000;Laxantes
BIO OIL LOCION DE CUERPO X250ML;6001159129363;2;0;13000;SIN CLASIFICAR
BIO-OIL ACEITE 60ML;6001159111702;0;0;8000;Laxantes
BIO-OIL ACEITE PARA CUIDADO DE LA PIEL 25 ML. 1 UND. LAB. UNION SWISS;6001159116431;0;0;4000;Laxantes
BIO-OIL ACEITE PARA EL CUIDADO DE LA PIEL NATURAL X125ML;6001159124191;0;0;13000;Laxantes
BIO-OIL ACEITE PARA EL CUIDADO DE LA PIEL X200 ML LAB. UMBRELLA 7;6001159111726;0;0;14500;Laxantes
BIOACTIV E GOTAS ORALES X30ML KNOP;2000381402538;0;0;5000;SIN CLASIFICAR
BIOACTIV I GOTAS ORALES X30ML KNOP;2000381402569;0;0;7000;SIN CLASIFICAR
BIOACTIV N GOTAS X30ML KNOP;2000381402590;0;0;5500;SIN CLASIFICAR
BIOACTIV O GOTAS ORALES X30ML KNOP;2000381402606;0;0;6000;SIN CLASIFICAR
BIOACTIV P GOTAS ORALES X30ML KNOP;2000381402613;0;0;7500;SIN CLASIFICAR
BIOACTIV R GOTAS ORALES X30ML KNOP;2000381402637;0;0;6500;SIN CLASIFICAR
BIOACTIV S GOTAS ORALES X30ML KNOP;2000381402644;0;0;5500;SIN CLASIFICAR
BIOACTIV V GOTAS ORALES KNOP;7803504003040;0;0;6000;SIN CLASIFICAR
BIOACTIV Z GOTAS ORALES X30ML KNOP;2000381402668;0;0;6000;SIN CLASIFICAR
BIOFLORA SACCHAROMYCES BOULARDII 250MG X10CAPS MAVER;7800004001798;66;0;7500;Antidiarreicos, recons. flora intestinal
BIOGAIA GOTAS PROBIOT vit D X5ML ABBOTT;7800026006818;8;0;22000;SIN CLASIFICAR
BIOGAIA GOTAS PROBIOTICAS SUPLEMENTO EN VITAMINA D X5ML ABBOTT;7800026006962;37;0;21000;Vitaminas, minerales y oligoelementos
