Código genérico,Nombre producto genérico,Descripción producto genérico,Tipo producto,Código ONU,Clasificación ONU,Clasificación interna,Estado Código genérico,Canasta Intermediación,Canasta Esencial de Medicamentos,Fecha inicio abastecimiento,Estado producto Intermediación,Motivo eliminación Intermediación,Canasta Programa Ministerial,Detalle Programas Ministeriales,Canasta Farmacia Privada,Prioridad
100000057,AGUJA 23G 1 PULGADA LUER DESECHABLE,"AGUJA HIPODERMICA DESECHABLE 23 G X 1 PULGADA, CONO LUER, ESTERIL,DESECHABLE, LIBRE DE LATEX. ROTULO DEBE SEÑALAR ESTERIL, DESECHABLE.CARACTERISTICA LIBRE DE LATEX DEBE ESTAR RESPALDADA EN ROTULO DE ORIGENO EN DOCUMENTO EMITIDO POR EL FABRICANTE. ENVASE INDIVIDUAL ESTERILRESISTENTE QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO, CON APERTURA DEPESTAÑA. UNIDAD DE DESPACHO EN CAJA DE HASTA 1000 UNIDADES (10 CAJASINTERMEDIAS DE 100 UNIDADES). COTIZAR POR UNIDAD.",Insumos,42142523,Agujas hipodérmicas,"Agujas inyección, aspirac. y accesorios",Activo,Intermediación,0,2/6/2010,OK,,Programas Ministeriales,Prog. Nac. de Inmunizaciones (PNI),,
100000058,AGUJA 25G 5/8 PULGADAS DESECHABLE,"AGUJA HIPODERMICA DESECHABLE 25 G X 5/8 PULGADAS, CONO LUER, ESTERIL,DESECHABLE, LIBRE DE LATEX. ROTULO DEBE SEÑALAR ESTERIL, DESECHABLE.CARACTERISTICA LIBRE DE LATEX RESPALDADO EN ROTULO DE ORIGEN O ENDOCUMENTO EMITIDO POR EL FABRICANTE. ENVASE INDIVIDUAL ESTERILRESISTENTE QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO, CON APERTURA DEPESTAÑA. COTIZAR POR UNIDAD",Insumos,42142523,Agujas hipodérmicas,"Agujas inyección, aspirac. y accesorios",Inactivo,,0,,,,,,,si
100000059,"AGUJA 27 G X 0,37A0,5 PULGADA DESECHABLE","AGUJA HIPODERMICA DESECHABLE 27 G X 0,375 PULGADA A 0,5 PULGADA CONO LUER ENVASE INDIVIDUAL ESTERIL.",Insumos,42142523,Agujas hipodérmicas,"Agujas inyección, aspirac. y accesorios",Inactivo,,0,,,,,,,
100000060,AGUJA DE VERESS DESECHABLE 120 MM LARGO,"AGUJA INSUFLACION VERESS DESECHABLE 120 MM LARGO, CON INDICADOR DE PENETRACION DE TEJIDO. DEBE CONTENER LLAVE DE PASO DE FLUJO CON CONECTOR LUER-LOCK, LIBRE DE LATEX. ROTULO DEBE SEÑALAR ESTERIL, DESECHABLE. CARACTERISTICA LIBRE DE LATEX RESPALDADO EN ROTULO DE ORIGEN O EN CERTIFICADO EMITIDO POR EL FABRICANTE. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.",Insumos,42291620,Trocares quirúrgicos,Dispositivos y accesorios médicos,Activo,Intermediación,0,2/6/2010,OK,,,,,si
100000061,AGUJA KIRSCHNER 1.0 MM X 28-31 CM,AGUJA KIRSCHNER 1.0 MM DIAMETRO 28-31 CM LARGO PUNTA TROCAR EXTREMOPROXIMAL REDONDO ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDADDEL CONTENIDO,Insumos,42291704,Brocas o portabrocas,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000062,AGUJA KIRSCHNER 1.5 MM X 28-31 CM,AGUJA KIRSCHNER 1.5 MM DIAMETRO 28-31 CM LARGO PUNTA TROCAR EXTREMOPROXIMAL REDONDO ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDADDEL CONTENIDO,Insumos,42291704,Brocas o portabrocas,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000063,AGUJA KIRSCHNER 2.0 MM X 28-31 CM,AGUJA KIRSCHNER 2.0 MM DIAMETRO 28 -31   CM LARGO PUNTA TROCAR EXTREMOPROXIMAL REDONDO  ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDADDEL CONTENIDO,Insumos,42291704,Brocas o portabrocas,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000064,AGUJA KIRSCHNER 2.5 MM X 28-31 CM,AGUJA KIRSCHNER 2.5 MM DIAMETRO 28 -31 CM LARGO PUNTA TROCAR EXTREMOPROXIMAL REDONDO  ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDADDEL CONTENIDO,Insumos,42291704,Brocas o portabrocas,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000065,AGUJA P/EXTR. SANGRE VACIO 21 G X 1,"AGUJA HIPODERMICA PARA SISTEMA DE EXTRACCION DE SANGRE AL VACIO DE ACEROINOXIDABLE CON CORTE BISELADO O SUPERIOR, CALIBRE 21 G, LARGO 1 PULGADA,CUBIERTA SILICONADA, CONECTOR DE POLIPROPILENO, TAPA PROTECTORA DE AGUJADE POLIPROPILENO. ESTERIL, DESECHABLE, LIBRE DE LATEX. ROTULO DEBESEÑALAR ESTERIL, DESECHABLE. CARACTERISTICA LIBRE DE LATEX RESPALDADO ENROTULO DE ORIGEN O EN CERTIFICADO EMITIDO POR EL FABRICANTE. ENVASEINDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR UNIDAD.",Insumos,42142521,Agujas para extracci,Dispositivos y accesorios médicos,Activo,,0,,,,,,,si
100000066,"AGUJA P/EXTR. SANGRE VACIO 21 G X 1,5","AGUJA PARA SISTEMA DE EXTRACCION DE SANGRE AL VACIO DE ACERO INOXIDABLECON CORTE BISELADO O SUPERIOR, CALIBRE 21 G, LARGO 1,5 PULGADAS,CUBIERTA SILICONADA, CONECTOR DE POLIPROPILENO, TAPA PROTECTORA DE AGUJADE POLIPROPILENO. ESTERIL, DESECHABLE, LIBRE DE LATEX. ROTULO DEBESEÑALAR ESTERIL, DESECHABLE. CARACTERISTICA LIBRE DE LATEX RESPALDADO ENROTULO DE ORIGEN O EN CERTIFICADO EMITIDO POR ELFABRICANTE. ENVASEINDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR UNIDAD.",Insumos,42142521,Agujas para extracci,Dispositivos y accesorios médicos,Activo,,0,,,,,,,si
100000067,AGUJA P/FISTULA A-V C/OJO 16 G X 1 PULG,AGUJA PARA FISTULA ARTERIOVENOSA CON OJO 16 G X 1PULGADA ROTATORIA. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.,Insumos,42142512,Agujas de fístula,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000068,AGUJA P/JR CARPULE CORTA 30 G X 20 MM,AGUJA CORTA PARA JERINGA CARPULE DESECHABLE 30 G X 20 MM LARGO (MINIMO)CONO PLASTICO UNIVERSAL ADAPTABLE A TODO TIPO DE JERINGA CARPULE. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.,Insumos,42152508,Jeringas dentales o,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000069,AGUJA P/JR CARPULE LARGA 27 G X 40 MM,"AGUJA LARGA PARA JERINGA CARPULE DESECHABLE 27 G X 40 MM LARGO (MINIMO)CONO PLASTICO UNIVERSAL ADAPTABLE A TODO TIPO DE JERINGA CARPULE. ESTERIL, DESECHABLE, LIBRE DE LATEX. ROTULO DEBE SEÑALAR ESTERIL, DESECHABLE.CARACTERISTICA LIBRE DE LATEX RESPALDADO EN ROTULO DE ORIGEN O EN CERTIFICADO EMITIDO POR EL FABRICANTE. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.",Insumos,42152508,Jeringas dentales o,Dispositivos y accesorios médicos,Activo,,0,,,,,,,si
100000070,AGUJA SUT. SEMICIR TRAUM. G-11 X 38 MM,AGUJA SUTURA SEMICIRCULAR TRAUMATICA G-11 LARGO 38 MM OJO RESORTE ACERO INOXIDABLE  ENVASE INDIVIDUAL,Insumos,42312206,Agujas de sutura,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000071,AGUJA SUT. SEMICIR TRAUM. G-13 X 27 MM,AGUJA SUTURA SEMICIRCULAR TRAUMATICA G-13 LARGO 27 MM OJO RESORTE ACEROINOXIDABLE ENVASE INDIVIDUAL,Insumos,42312206,Agujas de sutura,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000072,AGUJA SUT. SEMICIR TRAUM. G-15 X 20 MM,AGUJA SUTURA SEMICIRCULAR TRAUMATICA G-15 LARGO 20 MM OJO RESORTE ACERO INOXIDABLE ENVASE INDIVIDUAL,Insumos,42312206,Agujas de sutura,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000073,AGUJA SUT. SEMICIR. ATRAUM. PB-3 X 35 MM,AGUJA SUTURA SEMICIRCULAR ATRAUMATICA PB-3 LARGO 35 MM OJO RESORTE ACERO INOXIDABLE ENVASE INDIVIDUAL,Insumos,42312206,Agujas de sutura,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000074,AGUJA SUT. SEMICIR. ATRAUM. PB-4 X 30 MM,AGUJA SUTURA SEMICIRCULAR ATRAUMATICA PB-4 LARGO 30 MM OJO RESORTE ACERO INOXIDABLE ENVASE INDIVIDUAL,Insumos,42312206,Agujas de sutura,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000075,AGUJA SUT. SEMICIR. ATRAUM. PB-5 X 20 MM,AGUJA SUTURA SEMICIRCULAR ATRAUMATICA PB-5 LARGO 20 MM OJO RESORTE ACERO INOXIDABLE ENVASE INDIVIDUAL,Insumos,42312206,Agujas de sutura,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000076,AGUJA SUT. SEMICIR. TRAUM. G-9 x 45 MM,AGUJA SUTURA SEMICIRCULAR TRAUMATICA G-9 LARGO 45 MM OJO RESORTE ACEROINOXIDABLE ENVASE INDIVIDUAL,Insumos,42312206,Agujas de sutura,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000077,AISLADOR PRESION P/HEMOD. (TRANSDUCTOR),"AISLADOR DE PRESION PARA HEMODIALISIS CON SISTEMA DE ATORNILLAMIENTOTIPO LUER LOCK EN LOS EXTREMOS. ROTULACION DEBE SEÑALAR DESECHABLE,ESTERIL. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. UNIDAD DE DESPACHO EN CAJA DE HASTA 200UNIDADES. COTIZAR POR UNIDAD.",Insumos,42161601,Kits o sets de admin,Dispositivos y accesorios médicos,Activo,,0,,,,,,,si
100000078,ALARGAD VEN CONEX M-H 20 A 25 CM C/LLAVE,"ALARGADOR VENOSO CON CONEXION LUER LOCK HACIA LA VIA VENOSA, CON LLAVEDE 3 PASOS CON DOS CONECTORES LUER HEMBRA CON GIRO DE 360° INCORPORADOEN SU EXTREMO DISTAL, 20 A 25 CM LARGO, ESTERIL, DESECHABLE, LIBRE DELATEX. ROTULO DEBE SEÑALAR ESTERIL, DESECHABLE. CARACTERISTICA LIBRE DELATEX RESPALDADO EN ROTULO DE ORIGEN O EN CERTIFICADO EMITIDO POR ELFABRICANTE. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURELA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.",Insumos,42221603,Tubería de extensión,Dispositivos y accesorios médicos,Activo,Intermediación,0,2/6/2010,OK,,,,,si
100000079,ALARGADOR ARTERIAL CONEX M-H 120-140 CM,ALARGADOR ARTERIAL CONEXION MACHO-HEMBRA 120 A 140 CM DE LARGO ENVASEINDIVIDUAL RESISTENTE ESTERIL CON SELLO QUE ASEGURE INVIOLABILIDAD DELCONTENIDO,Insumos,42221603,Tubería de extensión,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000080,ALARGADOR ARTERIAL CONEXION M-M 60-80 CM,"ALARGADOR ARTERIAL 60 A 80 CM DE LARGO, CON LINEA ROJA, CONEXION MACHO/MACHO, LIBRE DE LATEX, DIAMETRO INTERNO 1,5MM, NO DISTENSIBLE.ENVASE INDIVIDUAL ESTERIL RESISTENTE CON APERTURA DE PESTAÑA CON SELLO QUE ASEGURELA INVIOLABILIDAD DEL CONTENIDO.",Insumos,42221603,Tubería de extensión,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000081,ALARGAD VEN CONEX M-H 10 A 15 CM C/LLAVE,"ALARGADOR VENOSO CON CONEXION LUER LOCK HACIA LA VIA VENOSA, CON LLAVEDE 3 PASOS CON DOS CONECTORES LUER HEMBRA CON GIRO DE 360° INCORPORADOEN SU EXTREMO DISTAL, 10 A 15 CM LARGO, ESTERIL, DESECHABLE, LIBRE DELATEX. ROTULO DEBE SEÑALAR ESTERIL, DESECHABLE. CARACTERISTICA LIBRE DELATEX RESPALDADO EN ROTULO DE ORIGEN O EN CERTIFICADO EMITIDO POR ELFABRICANTE. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURELA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.",Insumos,42221603,Tubería de extensión,Dispositivos y accesorios médicos,Activo,Intermediación,0,2/6/2010,OK,,,,,si
100000082,ALARGADOR VENOSO CONEXION M-H 20- 25 CM,ALARGADOR VENOSO CONEXION MACHO-HEMBRA 20 -25 CM LARGO ENVASE INDIVIDUALESTERIL RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO,Insumos,42221603,Tubería de extensión,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000083,ALARGADOR VENOSO CONEX M-H 100 A 120 CM,ALARGADOR VENOSO 100 A 120 CM CONEXION MACHO/HEMBRA. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON APERTURA DE PESTAÑA CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.,Insumos,42221603,Tubería de extensión,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000084,ALBENDAZOL 200 MG CM/CM REC,ALBENDAZOL 200 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO ENBLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.,Fármacos,51101701,Albendazol,Antihelmínticos y otros antiparasitarios,Activo,Intermediación,1,2/6/2010,OK,,Programas Ministeriales,Epid. Emergente,Farmacias Privadas,si
100000085,ALBUMINA HUMANA 20% SOL.PERF.IV FAM 50ML,ALBUMINA HUMANA 20% SOLUCION PERFUSION INTRAVENOSA FRASCO AMPOLLA 50ML.ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.,Fármacos,51131909,Albúmina humana,"Sustitutos plasma, derivados, expansores",Activo,,0,,,,,,,
100000086,ALCOHOL ETILICO 70° DESINFEC 1000 ML FRA,ALCOHOL ETILICO 70° FRASCO 1 LITRO CON TAPA DOSIFICADORA. DEBE POSEERREGISTRO DE USO DESINFECTANTE EN SUPERFICIES. ROTULO DE ACUERDO A LANORMA CHILENA PARA INFLAMABLES. ENVASE RESISTENTE CON SELLO QUE ASEGURELA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.,Fármacos,51102710,Antisépticos basados,Desinfectantes y esterilización en frío,Activo,Intermediación,0,2/6/2010,OK,,,,,si
100000087,ALCOHOL ETILICO 70° ANTISEPT 250 ML FRA,ALCOHOL ETILICO 70° FRASCO 250 ML CON TAPA DOSIFICADORA. DEBEPOSEER REGISTRO DE USO ANTISEPTICO EN PIEL. ENVASE RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.,Fármacos,51102710,Antisépticos basados,Antibióticos,Activo,Intermediación,0,2/6/2010,OK,,,,,si
100000088,ALCOHOL ETILICO POTABLE 95-96° FRA 1 L,ALCOHOL ETILICO POTABLE 95-96 GRADOS FRASCO 1 L CON TAPADOSIFICADORAENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGUREINVIOLABILIDAD DELCONTENIDO ROTULADA CON LA NORMA CHILENA PARAINFLAMABLES. COTIZAR POR FRASCO.,Insumos,51102710,Antisépticos basados,Reactivos y solventes,Inactivo,,0,,,,,,,
100000089,ALCOHOL ETILICO POTABLE 95° TAMBOR 200 L,ALCOHOL ETILICO POTABLE 95 GRADOS USP TAMBOR 200 LITROS RESISTENTECONSELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO ROTULADA CON LANORMACHILENA PARA INFLAMABLES. COTIZAR POR TAMBOR.,Insumos,51102710,Antisépticos basados,Reactivos y solventes,Inactivo,,0,,,,,,,
100000090,ALCOHOL GEL 70° FRA 800 A 1000 ML,ALCOHOL 70° GEL PARA ANTISEPSIA DE MANOS FRASCO 800 A 1000 ML CONDISPENSADOR MURAL EN COMODATO. DEBE POSEER REGISTRO FARMACEUTICO. ENVASERESISTENTECON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZARPOR FRASCO.,Fármacos,51102710,Antisépticos basados,Antibióticos,Inactivo,,0,,,,,,,
100000091,"ALFACALCIDOL 0,25 MCG CP","ALFACALCIDOL 0,25 MCG CAPSULA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.",Fármacos,51191905,Suplementos vitamíni,Sales de calcio y reguladores del calcio,Inactivo,,0,,,,,,,
100000092,AP. ALGINATO PURO  5 A 6  X  5 A 6 CM,"APOSITO DE ALGINATO CALCIO O SODIO PURO O ALGINATO CALCIO/SODIO NOTEJIDO (SIN TRAMA) MEDIDAS DE 5 A 6 CM X 5 A 6 CM, LIBRE DECARBOXIMETILCELULOSA Y LIBRE DE PLATA. DESECHABLE, ESTERIL, LIBRE DELATEX. ROTULO DEBE SEÑALAR DESECHABLE, ESTERIL. CARACTERISTICA LIBRE DELATEX RESPALDADO EN ROTULO DE ORIGEN O EN CERTIFICADO EMITIDO POR ELFABRICANTE. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURELA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.",Insumos,42312401,Alginato de calcio p,Dispositivos y accesorios médicos,Activo,Intermediación,0,2/6/2010,OK,,,,,si
100000093,ALGINATO CALCIO PURO 10-11 X 10-11 CM,ALGINATO CALCIO PURO EN LAMINA 10-11  X 10-11 CM ALTA ABSORCION ENVASEINDIVIDUAL RESISTENTE ESTERIL CON SELLO QUE ASEGURE INVIOLABILIDAD DELCONTENIDO,Insumos,42312401,Alginato de calcio p,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000094,AP. ALGINATO PURO 10 A 11 X 20 A 21 CM,"APOSITO DE ALGINATO CALCIO O SODIO PURO O ALGINATO CALCIO/SODIO NOTEJIDO (SIN TRAMA) MEDIDAS DE 10 A 11 CM X 20 A 21 CM, LIBRE DECARBOXIMETILCELULOSA Y LIBRE DE PLATA. DESECHABLE, ESTERIL, LIBRE DELATEX. ROTULO DEBE SEÑALAR DESECHABLE, ESTERIL. CARACTERISTICA LIBRE DELATEX RESPALDADO EN ROTULO DE ORIGEN O EN CERTIFICADO EMITIDO POR ELFABRICANTE. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURELA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.",Insumos,42312401,Alginato de calcio p,Dispositivos y accesorios médicos,Activo,Intermediación,0,2/6/2010,OK,,,,,si
100000095,ALGINATO CALCIO PURO MECHA 30 CM X 2 G,"ALGINATO CALCIO PURO MECHA 30-32 CM X 2-2,7 G ENVASE INDIVIDUALRESISTENTE ESTERIL CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO",Insumos,42312401,Alginato de calcio p,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000096,ALGINATO TIPO II (NORMAL) BOL/FRA 450 G,ALGINATO TIPO II (NORMAL) FRA O BOL 450 G ENVASE RESISTENTE CON SELLOQUE ASEGURE INVIOLABILIDAD DEL CONTENIDO,Insumos,42152410,Materiales de impres,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000097,ALGODON HIDROFILO PRENSADO BOLSA 1 KG,"ALGODÓN HIDROFILO PRENSADO USP XXX O SUPERIOR 100% ALGODÓN DESGRASADO,SIN APRESTO, LIBRE DE IMPUREZAS (ASTILLAS, PELUSAS, POLVO BASURA).ENVASADO EN BOLSA DE 1KG. DEBE ESPECIFICAR EN FICHA TECNICA EL TIPO DEALGODON. ENVASE RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR BOLSA.",Insumos,42141501,Algodoneras o fibra,Algodón y relacionados,Activo,Intermediación,0,2/6/2010,OK,,,,,si
100000098,ALGODON HIDROFILO S/PRENSAR BS 1 KG,ALGODON HIDROFILO SIN PRENSAR USP XXX O SUPERIOR BS 1 K ENVASADO ENBOLSA DE POLIETILENO DE ALTA DENSIDAD CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO,Insumos,42141501,Algodoneras o fibra,Algodón y relacionados,Inactivo,,0,,,,,,,
100000099,ALGODON VIRGEN CARDADO BOLSA 1 KG,ALGODON VIRGEN CARDADO BOLSA 1 KG. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.,Insumos,42141501,Algodoneras o fibra,Algodón y relacionados,Inactivo,,0,,,,,,,
100000100,ALOPURINOL 100 MG CM/CM REC,ALOPURINOL 100 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO ENBLISTER. ENVASE RESISTENTE CONSELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.,Fármacos,51211501,Allopurinol,Fármacos antigota,Activo,Intermediación,1,2/6/2010,OK,,,,Farmacias Privadas,si
100000101,ALOPURINOL 300 MG CM/C REC,ALOPURINOL 300 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO ENBLISTER. ENVASE RESISTENTE CONSELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.,Fármacos,51211501,Allopurinol,Fármacos antigota,Activo,Intermediación,1,2/6/2010,OK,,,,Farmacias Privadas,si
100000102,"ALPRAZOLAM 0,25 MG CM","ALPRAZOLAM 0,25 MG COMPRIMIDO ENVASADO EN BLISTER ENVASE RESISTENTE CONSELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO",Psicotrópicos,51141919,Alprazolam,"Ansiolíticos, tranquiliz., antimaníacos",Inactivo,,0,,,,,,,
100000103,"ALPRAZOLAM 0,50 MG CM/CM REC","ALPRAZOLAM 0,5 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO ENBLISTER. ENVASE RESISTENTE CONSELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.",Psicotrópicos,51141919,Alprazolam,"Ansiolíticos, tranquiliz., antimaníacos",Activo,Intermediación,1,2/6/2010,OK,,,,Farmacias Privadas,si
100000104,ALPROSTADIL 500 MCG/1 ML SOL.INY. AM/FAM,ALPROSTADIL 500 MCG/1 ML SOLUCION INYECTABLE PARA ADMINISTRACIONINTRAVENOSA AMPOLLA O FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUEASEGURE INVIOLABILIDAD DE CONTENIDO. COTIZAR POR AMPOLLA O FRASCOAMPOLLA.,Refrigerados,51122112,Alprostadil,Vasodilatadores,Activo,Intermediación,1,2/6/2010,OK,,,,,si
100000105,UPADACITINIB 15 MG CM LIB PROL,UPADACITINIB 15 MG COMPRIMIDO DE LIBERACION PROLONGADA ENVASADO ENFRASCO HASTA 30 COMPRIMIDOS O BLISTER. ENVASE RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR COMPRIMIDO DE LIBERACIONPROLONGADA.,Fármacos,51142145,Adalimumab,"Antiartrósico, antirreumático",Activo,Intermediación,0,,OK,,,,,si
100000106,ALUMINIO HIDROX./MAGNESIO CM/CM MASTIC,"ALUMINIO HIDRÓXIDO GEL O EN COMBINACIÓN CON HIDRÓXIDO DE MAGNESIO Y/OCARBONATO DE MAGNESIO Y/O CALCIO CARBONATO, PUEDE CONTENERSIMETICONA/DIMETICONA  COMPRIMIDO O COMPRIMIDO MASTICABLE. ENVASADO ENBLISTER O ALUMINIO. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.",Fármacos,51171511,Hidróxido de alumini,Antiácidos y antiflatulentos,Inactivo,,0,,,,,,,
100000107,ALUMINIO HIDROX./MAGNESIO SUSP.ORAL FRA,"ALUMINIO HIDROXIDO, PUEDE CONTENER HIDROXIDO DE MAGNESIO O SIMETICONA/DIMETICONA SUSPENSION ORAL FRASCO 150 A 180 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. PRECIO SERA EVALUADO PORML. COTIZAR POR FRASCO",Fármacos,51171511,Hidróxido de alumini,Antiácidos y antiflatulentos,Activo,Intermediación,1,2/6/2010,OK,,,,,si
100000108,AMALGAMA ALEAC. PLATA-MERCURIO CP PORCIO,"AMALGAMA CP 1 PORCION ALEACION 50% PLATA 30% ESTANO, 20% COBREC/MERCURIO FC 500 CP CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO",Insumos,42151803,Cápsulas de amalgama,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000109,AMALGAMA ALEACION C/ COBRE FRA 30 A 35 G,"AMALGAMA ALEACION CON ALTO CONTENIDO COBRE FRASCO 30 A 35 G DEBECONTENER: PLATA 40% MINIMO, COBRE 23% MINIMO, ESTAÑO 30% MINIMO. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR FRASCO.",Insumos,42152401,Aleaciones para amal,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000110,AMALGAMA ALEACION CONVENCIONAL FRA 30 G,AMALGAMA ALEACION CONVENCIONAL FRA 30 G ENVASE RESISTENTE CON SELLO QUEASEGURE INVIOLABILIDAD DEL CONTENIDO,Insumos,42152401,Aleaciones para amal,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100000111,AMBROXOL 15 MG/5 ML FRA 100 ML SOL. ORAL,AMBROXOL FRA 15 MG/5 ML JARABE SOLUCION ORAL 100 ML ENVASE RESISTENTECON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO,Fármacos,51161811,Bromhexina,"Productos para tos, mucolíticos",Inactivo,,0,,,,,,,
