Producto;Codigo;Stock;Costo;Precio;Categoria;Estado
BAGOMICINA MINOCICLINA 100MG 15COMP LAB. BAGO;7800028001606;5;0;20000;Antibióticos;DISPONIBLE
BAGOMICINA MINOCICLINA 30COMP BAG 50MG;7800028001590;2;0;22000;Antibióticos;DISPONIBLE
BAJADA DE SUERO CRANBERRY;76062062999822;3;0;500;Alimentación enteral;DISPONIBLE
BALSAMO ACONDICIONADOR MANZANILLA SIMONDS BABY CARE X400ML DURANDIN;7804945002043;4;0;3000;SIN CLASIFICAR;DISPONIBLE
BALSAMO LABIAL NIVEA PRINCESAS;4006000157269;5;0;5000;SIN CLASIFICAR;DISPONIBLE
BANO Y SHAMPOO AROMA NEUTRO BUBU;7809622000473;1;0;2000;SIN CLASIFICAR;DISPONIBLE
BARRA ANTITRANSPIRANTE SPEED STICK HYPOALLERGENIC;7501035907591;7;0;2500;SIN CLASIFICAR;DISPONIBLE
BARRA ANTITRANSPIRANTE SPEED STICK X5 50G;7509546052755;16;0;2500;SIN CLASIFICAR;DISPONIBLE
BAYCUTEN ACETATO DE DEXAMETASONA + CLOTIMAZOL 6MG + 150MG X15G LAB. BAYER;7891106000154;4;0;25000;Medicamentos y Productos Farmacéuticos;DISPONIBLE
BEAPHAR CEPILLO DENTAL DEDO X2UND BEAPHAR;8711231104482;3;0;6500;Dispositivos y accesorios médicos;DISPONIBLE
BEAPHAR SHAMPOO GATOS;8711231106523;2;0;4500;SIN CLASIFICAR;DISPONIBLE
BEAUTIP ARAMA;7803501004019;1;0;10000;SIN CLASIFICAR;DISPONIBLE
BEAUTIP-D SUPLEMENTO ALIMENTARIO X30;7803501004057;1;0;10000;Vitaminas, minerales y oligoelementos;DISPONIBLE
BENCILPECINA POLVO PARA SOLUCION INYECTABLE 2000000 U.I INY X 50;7800061002080;1;0;1500;Otros equipos electrom. no especificados;DISPONIBLE
BENTLEY ANILLO VIB D/PLEASURE;7804918450963;3;0;5000;SIN CLASIFICAR;DISPONIBLE
BENTLEY GEL LUB CLIMAX CONT.50GR.;7804918452073;10;0;3000;SIN CLASIFICAR;DISPONIBLE
BENTLEY LUBRICANTE CLASICO 50G;7804918403419;4;0;3000;SIN CLASIFICAR;DISPONIBLE
BENTLY ANILLO 3 VELOCIDADES BENTLEY;7804918400814;6;0;6500;SIN CLASIFICAR;DISPONIBLE
BEPANTHOBEPHANTOL CREMA REPARADORA X30G LAB. BAYER;7793640992677;30;0;4500;Fórmulas especificados por Minsal;DISPONIBLE
BEPANTHOL DEXPANTENOL 50MG X50G LAB. BAYER;7805750004291;43;0;5500;Medicamentos y Productos Farmacéuticos;DISPONIBLE
BERODUAL HFA BROMURO DE IPRATROPIO + BROMHIDRATO DE FENETEROL 20MCG + 50MCG 200DOSIS LAB. BOEHRINGE;7809599500358;19;0;28000;Antiasmáticos;DISPONIBLE
BERSEN PREDNISONA 20MG X20COMP LAB.PASTEUR;7800068010644;11;0;7500;Corticosteroides, esteroides anabólicos;DISPONIBLE
BERSEN PREDNISONA 20MG X60ML LAB. PASTEUR;7800068010606;26;0;10000;Corticosteroides, esteroides anabólicos;DISPONIBLE
BETACAR SOLAR ACEITE DE BETACAROTENO + VITAMINA E 200MG + 1MG X60CAPS LAB. AURA VITALIS;7803319004515;7;0;3500;Laxantes;DISPONIBLE
BETALOC ZOK METROPROLOL SUCCINATO 25MG X30COMP LAB. ASTRA ZENECA;7501098607575;4;0;21000;SIN CLASIFICAR;DISPONIBLE
BETAMETASONA 0.05% 15 GRS CREMA TOPICA LAB. CURAESPRING;7804673040256;172;0;500;Corticosteroides, esteroides anabólicos;DISPONIBLE
BETAMETASONA SODIO FOSFATO 4 MG x5AMPOLLAS LAB. BIOSANO;7800061001212;5;0;8000;Corticosteroides, esteroides anabólicos;DISPONIBLE
BETASOLAR BETACAROTENO 6.5MG X60CAPS LAB. FUENTE VITAL;620583941043;1;0;4000;SIN CLASIFICAR;DISPONIBLE
BETINA BETAHISTINA DICLORHIDRATO 16MG. X30COMP. LAB. EUROFARMA;7891317006396;3;0;18000;Antivertiginosos;DISPONIBLE
BETIS CLOTIAZEPAM 10MG X30COMP. SYNTHON;7800008000049;23;0;10000;Ansiolíticos, tranquiliz., antimaníacos;DISPONIBLE
BETIS CLOTIAZEPAN 5MG X30COMP SYNTHON;7800008000032;17;0;4000;SIN CLASIFICAR;DISPONIBLE
BEVITEX 5MG/ML 20ML;76125438028917;6;0;2500;SIN CLASIFICAR;DISPONIBLE
BEVITEX FORTE PARGEVERINA CLORHIDRATO GOTAS ORALES 10MGML X20ML PRATER B;7804918410608;6;0;2500;Antiespasmódicos;DISPONIBLE
BEVITEX METAMIZOL MAGNESICO + OARGEVERINA CLORHIDRATO 300MG + 6MG X30ML LAB. PRATER;7804918441244;2;0;2500;Analgésico Antipirético;DISPONIBLE
BIBERON 260ML/9OZ PHILIPS;8710103998389;2;0;10000;SIN CLASIFICAR;DISPONIBLE
BIBERON 260ML/9OZ PHILIPS;8720689011938;1;0;10000;SIN CLASIFICAR;DISPONIBLE
BIBERON 330ML 11OZ PHILIPS AVENT;8720689006958;2;0;17000;SIN CLASIFICAR;DISPONIBLE
BIBERON SOFTOUCH240ML 8OZ;4902508809016;2;0;1500;SIN CLASIFICAR;DISPONIBLE
BICARBONATO DE SODIO 200GR. DROGUERIA NUNOA;7805357001112;100;0;1500;Agentes alcalinizadores;DISPONIBLE
BICARBONATO DE SODIO 250 GR.;7805357001235;59;0;1500;Agentes alcalinizadores;DISPONIBLE
BILIDREN 10MG BILASTINA X30 COMP. FAES FARMA;8436024613407;12;0;20000;Antihistamínicos;DISPONIBLE
BILIDREN BILASTINA 2.5 MG X120ML LAB. FAES;8436024613414;8;0;18000;Antihistamínicos;DISPONIBLE
BIO OIL 125 ML;6001159111719;6;0;11000;SIN CLASIFICAR;DISPONIBLE
BIO OIL LOCION DE CUERPO X250ML;6001159129363;2;0;13000;SIN CLASIFICAR;DISPONIBLE
BIO-POWER LACTOBACILLUS ACIDOPHILUS + BIFIDOBACTERIUM BIFIDUM + ENTEROCOCCUS 50000000 UFC X3 X100G;7800006005220;2;0;7500;Medicamentos y Productos Farmacéuticos;DISPONIBLE
BIOFLORA SACCHAROMYCES BOULARDII 250MG X10CAPS MAVER;7800004001798;66;0;7500;Antidiarreicos, recons. flora intestinal;DISPONIBLE
BIOGAIA 30 COMP  GTI;7800026006979;3;0;19000;SIN CLASIFICAR;DISPONIBLE
BIOGAIA GOTAS PROBIOT vit D X5ML ABBOTT;7800026006818;8;0;22000;SIN CLASIFICAR;DISPONIBLE
BIOGAIA GOTAS PROBIOTICAS SUPLEMENTO EN VITAMINA D X5ML ABBOTT;7800026006962;37;0;21000;Vitaminas, minerales y oligoelementos;DISPONIBLE
BIOGEL KETOCONAZOL 1 SHAMPOO X150ML PRATER;7804918441404;1;0;6500;Fungicidas o antimicóticos;DISPONIBLE
BION BILDOBACTERIUM 0.25G X21GOTAS LAB. NOVOFARMA;7800017002317;6;0;20000;SIN CLASIFICAR;DISPONIBLE
BIOPSOL 0.25MG PRAMIPEXOL DICLORHIDRATO MONOHIDRATO 30COMP. ABBOTT B;7800026016336;2;0;22000;Antiparkinsonianos;DISPONIBLE
BIOTIN VITAMIN B7 120 CAP FULLENERGIC;7509997006970;6;0;8000;SIN CLASIFICAR;DISPONIBLE
BIOTIN VITAMINA B 7120 CAPS;75099970069700;3;0;8000;Vitaminas, minerales y oligoelementos;DISPONIBLE
BIOTINA 150MCG X60CAPS LAB. SPRINGLIFE;7805633022640;7;0;3500;SIN CLASIFICAR;DISPONIBLE
BIOTINA HAIR AND NAILS 30 CAPS;609143735079;5;0;5000;SIN CLASIFICAR;DISPONIBLE
BISGLICINATO DE MAGNESIO 550MG X60CAPS LAB. SPRINGLIFE;737186534097;108;0;6500;Vitaminas, minerales y oligoelementos;DISPONIBLE
BISOLVON BROMHEXINA CLORHIDRATO 8MG X125ML LAB. SANOFI;3664798040579;88;0;4500;Productos para tos, mucolíticos;DISPONIBLE
BISOLVON PEDIATRICO BROMEXHINA CLORHIDRATO 4MG X125ML LAB. SANOFI;3664798040623;69;0;4500;SIN CLASIFICAR;DISPONIBLE
BISOPRIL BISOPROLOL FUMARATO 1.25MG X30COMP LAB. EUROFARMA;7800046005259;70;0;4500;Antihipertensivos;DISPONIBLE
BISOPRIL BISOPROLOL FUMARATO 2.5MG X30COMP LAB. EUROFARMA;7800046005266;35;0;8500;Antihipertensivos;DISPONIBLE
BISOPRIL BISOPROLOL FUMARATO 5MG X30COMP LAB. EUROFARMA;7800046005242;6;0;10000;Antihipertensivos;DISPONIBLE
BISOPROLOL FUMARATO 1.25 MG. 30 COMP. LAB. ASCEND;7804650884767;39;0;4000;Antihipertensivos;DISPONIBLE
BISOPROLOL FUMARATO 2.5MG LAB CHILE;7800007805515;57;0;3000;Antihipertensivos;DISPONIBLE
BISOPROLOL FUMARATO 5MG 30 COMP. ETHON;7804633500882;2;0;2500;Antihipertensivos;DISPONIBLE
BISOPROLOL FUMARATO 5MG. X30COMP LCH;7800007805522;72;0;5500;Antihipertensivos;DISPONIBLE
BLACK GARLIC SUPLEMENTO ALIMENTICIO X60CAPS LAB.GREEN MEDICAL;7898915414240;3;0;5000;Vitaminas, minerales y oligoelementos;DISPONIBLE
BLADURIL FLAVOXATO CLORHIDRATO 200MG X20COMP LAB. TECNOFARMA;7800070000046;14;0;18000;Antiespasmódico urinario;DISPONIBLE
BLADURIL FLAVOXATO CLORHIDRATO 200MG X30COMP TECNOFARMA;7841141005164;6;0;18000;Antiespasmódico urinario;DISPONIBLE
BLISTEX BERRY 4.25G PROTECCION MEDIA 15SPF SYNTHON;7800008000445;5;0;2000;SIN CLASIFICAR;DISPONIBLE
BLISTEX CLASICO BALSAMO LABIAL 4.25 G BARRA;7800008000469;8;0;2000;SIN CLASIFICAR;DISPONIBLE
BLISTEX CREMA LABIAL MEDICADA 6 GRS.;7800008020023;37;0;2000;Fórmulas especificados por Minsal;DISPONIBLE
BLISTEX MINT 425G PROTECCION MEDIA 15SPF SYNTHON;7800008000452;7;0;2000;SIN CLASIFICAR;DISPONIBLE
BLIXTERS ULTRA BALSAMO LABIAL;7800008000544;20;0;2000;SIN CLASIFICAR;DISPONIBLE
BLOQUEADOR SOLAR ANTIOX. 50 GRS. FPS 50. LEBLON;7800004005154;23;0;2000;SIN CLASIFICAR;DISPONIBLE
BLOX 8MG 30 COMP;7800060412033;1;0;28000;SIN CLASIFICAR;DISPONIBLE
BLOX-D CANDESARTAN CILEXETILO + HIDROCLOROTIAZINA 32MG + 12.5MG X30COMP LAB. SAVAL;7800060412460;4;0;40000;Antihipertensivos;DISPONIBLE
BLUE SEDUCTION;8411061081594;2;0;19000;SIN CLASIFICAR;DISPONIBLE
BONAVID COLECALCIFEROL 300000 UI 2ML LAB. PASTEUR;7800068010576;25;0;16000;SIN CLASIFICAR;DISPONIBLE
BONAVID COLECALCIFEROL 50000UI X4CAP LAB. PASTEUR;7800068011337;13;0;17000;SIN CLASIFICAR;DISPONIBLE
BOTIQUIN  PRIMERO AUXILIO 21 PIEZAS ROKIMEDS;75874714158262;10;0;12000;SIN CLASIFICAR;DISPONIBLE
BOTIQUIN NEXCARE MINI 15PZAS;7805070024535;2;0;6000;SIN CLASIFICAR;DISPONIBLE
BRAVETO GEO ID LOCALIZA MASCOTA PERDIDA X1UND;7804601180337;1;0;5000;SIN CLASIFICAR;DISPONIBLE
BREXOTIDE  FLUTICASONA PROPIONATO + SALMETEROL  250MCG +25MCG  120DOSIS  LAB. ETEX;7800030075930;5;0;48000;Antiasmáticos;DISPONIBLE
BRINTELLIX VORTIOXETINA 10MG X28COMP LAB. LUNDBECK;5702150151711;2;0;80000;Medicamentos y Productos Farmacéuticos;DISPONIBLE
BRINTELLIX VORTIOXETINA 20MG;5702150151728;2;0;115000;Medicamentos y Productos Farmacéuticos;DISPONIBLE
BROKAST LEVODROPROPIZINA 30MG X120ML LAB. PASTEUR;7800068010804;3;0;6500;Productos para tos, mucolíticos;DISPONIBLE
BROKS SILVER TALCO PIES 120GRS;7804910019427;54;0;2500;SIN CLASIFICAR;DISPONIBLE
BROMFIN BROMHEX CLORHIDRATO 8MG X100ML LAB. MINTLAB;7800063001524;71;0;2000;SIN CLASIFICAR;DISPONIBLE
BROMHEXINA CLORHIDRATO INFANTIL BROMHEXINA CLORHIDRATO 4MG X100ML LAB.SEVEN PHARMA;8903831007588;4;0;2000;Productos para tos, mucolíticos;DISPONIBLE
BRONCARD LEVODROPROPIZINA 60MG X120ML LAB. ITF-LABOMED;7809591400731;5;0;12000;Productos para tos, mucolíticos;DISPONIBLE
BRONCATOX LEVODROPROPIZINA 30MG X120ML LAB. SAVAL;7800060124240;20;0;5500;Productos para tos, mucolíticos;DISPONIBLE
BRONCOT AMBROXOL CLORHIDRATO 15MG X120ML LAB. ABBOTT;7800026003275;4;0;6500;Productos para tos, mucolíticos;DISPONIBLE
BRONCOT AMBROXOL CLORHIDRATO 7.5MG X30ML LAB. ABBOTT;7800026020104;10;0;7500;Productos para tos, mucolíticos;DISPONIBLE
BRONCOTUSILAN ADULTO CARBOCISTEINA 250MG 120ML LAB. PASTEUR;7800068010057;137;0;5500;Medicamentos y Productos Farmacéuticos;DISPONIBLE
BRONCOTUSILAN CARBOCISTEINA 100MG X120ML LAB. PASTEUR;7800068010040;177;0;5000;Medicamentos y Productos Farmacéuticos;DISPONIBLE
BRONTAL ADULTO JARABE BROMEXINA 2 MG+ CLOFENADOL 12.5 MG. 100 ML. SANITAS;7800038041364;2;0;5500;SIN CLASIFICAR;DISPONIBLE
BRONTAL PEDIATRICO BROMEXHINA + CLOFENADIOL 1MG + 7MG X100ML LAB.SANITAS;7800038041371;107;0;5500;SIN CLASIFICAR;DISPONIBLE
BRONTEC HEDERA HELIX 35MG X100ML LAB. MILAB;7800063330648;23;0;2000;Productos para tos, mucolíticos;DISPONIBLE
BROOKS SILVER TECK;7804902016281;36;0;4000;SIN CLASIFICAR;DISPONIBLE
BROOKS SILVER TECK X220G;7804902038085;2;0;5500;SIN CLASIFICAR;DISPONIBLE
BROOKS TALCO X 80G -;7804910019434;40;0;2000;SIN CLASIFICAR;DISPONIBLE
BROPAVOL BROMEXHINA CLORHIDRATO 8 MG X100ML LAB. EUROFARMA;7800046004887;128;0;2500;SIN CLASIFICAR;DISPONIBLE
BROXUL SO JENGIBRE CON MIEL. 120 ML. ARAMA;7803501050337;5;0;2000;SIN CLASIFICAR;DISPONIBLE
BRUT CLASSIC DES 150ML;7502221187599;6;0;4000;SIN CLASIFICAR;DISPONIBLE
BRUT COLONIA XTREME 100ML;7502221187773;2;0;12000;SIN CLASIFICAR;DISPONIBLE
BUBU ABSORBENTE DE LECHE X30 UND. LAB. NOVASALUD;7805633015079;2;0;2000;Dispositivos y accesorios médicos;DISPONIBLE
BUBU ABSORBENTE DE LECHE X60 UND. LAB. NOVASALUD;7805633015086;3;0;3500;Dispositivos y accesorios médicos;DISPONIBLE
BUBU ACONDICIONADOR 400ML;7809622000442;5;0;2000;SIN CLASIFICAR;DISPONIBLE
BUBU ASPIRADOR NASAL 0+;7805633013778;5;0;2500;Dispositivos y accesorios médicos;DISPONIBLE
BUBU CHUPETE ENTRETENCION;7805633013761;8;0;2500;SIN CLASIFICAR;DISPONIBLE
BUBU EMULSIONADO 750ML;7809622000466;9;0;1500;SIN CLASIFICAR;DISPONIBLE
BUBU EMULSIONADO DE VACELINA 400ML;7809622000459;3;0;1500;SIN CLASIFICAR;DISPONIBLE
BUCOGERM TOS NOSCAPINA + CLORHEXIDINA DICLORHIDRATO 10 MG + 5 MG 10 COMPRIMIDOS MASTICABLES LAB. MI;7800063310862;294;0;1500;Productos para tos, mucolíticos;DISPONIBLE
BUPREDOL LP BUPROPION 150 MG x30;7800038041425;7;0;13000;SIN CLASIFICAR;DISPONIBLE
BURTEN SL KETOROLACO TROMETAMOL 30MG X2COMP LAB. CHILE;7800007804402;2;0;4500;Analgésico Antinflamatorio;DISPONIBLE
BUSCAPINA N-BUTILBROMURO DE HIOSCINA 10MG 20ML LAB. SANOFI;3664798046663;2;0;7500;SIN CLASIFICAR;DISPONIBLE
BUTON ADULTOS COMP. X100COMP MINTLAB;7800063310503;5;0;5000;SIN CLASIFICAR;DISPONIBLE
C-REBRUM AVENA + ALFALFA + LECITINA 48ML + 48ML + 107MG X60CAPS LAB.AURA VITALIS;7803319004362;10;0;5000;SIN CLASIFICAR;DISPONIBLE
C-REBRUM SO AVENA. ALFALFA. LECITINA DE SOYA 200G AURA VITALIS;7803319004355;6;0;3570;SIN CLASIFICAR;DISPONIBLE
C-REBRUM SUPLEMENTO ALIMENTARIO X200G LAB. AURA VITALIS;7803319004379;5;0;3500;Vitaminas, minerales y oligoelementos;DISPONIBLE
CABATINA FITOMENADIONA 2 SO ANTIHEMORRAGICO DRAG PHARMA;7800006008245;7;0;8000;SIN CLASIFICAR;DISPONIBLE
CAFFEINE MAX ALIMENTO PARA DEPORTES X60CAPS LAB. SN;737186232771;5;0;6500;SIN CLASIFICAR;DISPONIBLE
CAFIASPIRINA 100 COMP ACIDO ACETILSALICILICO 050G CAFEINA 004;7793640211464;3;0;8000;Vitaminas, minerales y oligoelementos;DISPONIBLE
CALCEFOR D CALCIO + VITAMINA D3 320MG + 125UI X30CAPS LAB. CHILE;7800007423153;4;0;7500;Sales de calcio y reguladores del calcio;DISPONIBLE
CALCIO 500 MG + VITAMINA D 400 U.I. 30 CAPSULAS ELCAL D PLUS;7800018000824;2;0;10000;Sales de calcio y reguladores del calcio;DISPONIBLE
CALCIO FORTE - FARMACIA VALLENAR;75941693846920;50;0;5000;Sales de calcio y reguladores del calcio;DISPONIBLE
CALCIUM MAGNESIUM + VIT D CALCIO + MAGNESIO + VITAMINA D3 250MG + 100MG + 10.0MG X60COMP LAB. SPRIN;7805633025269;6;0;4000;Sales de calcio y reguladores del calcio;DISPONIBLE
CALENDADERM UNGÜENTO CALENDULA USO EXTERNO X 20GR;2030720013743;2;0;5500;SIN CLASIFICAR;DISPONIBLE
CALENDULA MATICO X30ML GOTAS ORALES;2010381103816;4;0;7000;SIN CLASIFICAR;DISPONIBLE
CALORUB 35G;310742006230;22;0;4000;SIN CLASIFICAR;DISPONIBLE
CALORUB FORTE X35G;310742006247;80;0;4500;SIN CLASIFICAR;DISPONIBLE
CALORUB MENTHOLATUM 95 GR. CREMA;310742006261;29;0;8000;Fórmulas especificados por Minsal;DISPONIBLE
CALVIPET CALCIO VITAMINADO EN POLVO PARA PERROS X100G DRAG PHARMA;7800006002595;7;0;8000;Sales de calcio y reguladores del calcio;DISPONIBLE
CAM BETAMETASONA + DEXCLORFENIRAMINA MALEATO 0.25MG + 2.00MG X30COMP. LAB. TEVA;7800007187833;10;0;12000;Corticosteroides, esteroides anabólicos;DISPONIBLE
CAM JARABE 120ML;7800007188212;28;0;13000;SIN CLASIFICAR;DISPONIBLE
CANESTEN CLOTRIMAZOL 1% 20 GRS. CREMA LAB.;7891106000185;20;0;3500;Fungicidas o antimicóticos;DISPONIBLE
CANIGEST COMBI 16 ML PERROS GATOS;5391504342303;23;0;9000;SIN CLASIFICAR;DISPONIBLE
CANISH ESPUMA  SHAMPOO EN SECO 160G;7800006003783;3;0;4000;SIN CLASIFICAR;DISPONIBLE
CAPRIMIDA D CALCIO CARBONATO + COLECALCIFEROL 320MG + 125UI X30CAPS LAB. ABBOTT;7800026065099;12;0;7500;Sales de calcio y reguladores del calcio;DISPONIBLE
CAPTOPRIL 25 MG. 30 COMP. LAB. MINTLAB;7800063116631;131;0;1500;Antihipertensivos;DISPONIBLE
CARBAMAZEPINA 200MG X20COMP. ANDROMACO B;7800018000336;101;0;1500;Anticonvulsivantes, antiepilépticos;DISPONIBLE
CARBON VEGETAL 60 CAP;737186551643;10;0;5000;Antídotos, quelantes y eméticos;DISPONIBLE
CARBORON 300MG MEGALABS;7730969307034;5;0;14000;SIN CLASIFICAR;DISPONIBLE
CARBORON CARBONATO DE LITIO X 400MG X 50 COMP X LAB RETEARD;7800059002542;1;0;29000;Antidepresivos;DISPONIBLE
CARBORON RATARD CARBONATO DE LITIO X400MG X30COMP.;7800059002535;5;0;21000;Antidepresivos;DISPONIBLE
CARDIOASPIRINA 100EC. ACIDO ACETILSALICILICO 100MG X50COMP. BAYER;7793640992608;164;0;12000;Vitaminas, minerales y oligoelementos;DISPONIBLE
CARDIOPLUS OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA 40MG + 12.5MG X40COMP LAB. ABBOTT;7800026007778;4;0;24000;Antihipertensivos;DISPONIBLE
CARDIPRES 405 30 COMPRIMIDOS 40MG 5MG;7800007807793;6;0;14000;SIN CLASIFICAR;DISPONIBLE
CARDIPRES OLMESARTAN MEDOXOMILO + AMLODIPINO 40MG + 10MG X30COMP LAB. DE CHILE;7800007807779;4;0;12000;Antihipertensivos;DISPONIBLE
CARDO MARIANO 400MG X90CAPS LAB. MUNDO NATURAL SPA;8000000000101;25;0;6500;SIN CLASIFICAR;DISPONIBLE
CARDOSIL SUPLEMENTO ALIMENTARIO X60CAPS LAB.ALQUIMIA VERDE;1469852315912;8;0;5500;Vitaminas, minerales y oligoelementos;DISPONIBLE
CARDUS MARIANUS T.M. X30ML. XIMENA POLANCO;7800085000215;58;0;7000;SIN CLASIFICAR;DISPONIBLE
CARISTOP 5000 FLORURO DE SODIO 51 GRS. 1 UND LAB. MAVER;7800004508396;6;0;8000;Agentes alcalinizadores;DISPONIBLE
CARTIDOL SUPLEMENTO ALIMENTICIO X60CAPS LAB. ALQUIMIA VERDE;1469852315165;13;0;5000;Vitaminas, minerales y oligoelementos;DISPONIBLE
CARVAS COM 20 MG X 30 OLMESARTAN MEDOXOMILO 20MG;7800007807878;11;0;7500;Antihipertensivos;DISPONIBLE
CARVEDILOL 25MG X30COMP LAB OPKO;7804620832569;20;0;1500;Antianginosos/antihipertensivo;DISPONIBLE
CARVEDILOL 6.25 MG. 30 COMP. LAB. PHARMA;7804633500479;35;0;1500;Antianginosos/antihipertensivo;DISPONIBLE
CARVEDILOL 6.25MG. X30COMP. LCH B;7800007804327;88;0;1500;Antianginosos/antihipertensivo;DISPONIBLE
CASEN ENEMA ADULTOS X133ML SYNTHON;7800008001008;13;0;3000;Laxantes;DISPONIBLE
CASEN ENEMA INFANTIL SOLUCION SALINA LAXANTE X66ML SYNTHON;7800008001015;32;0;4800;Laxantes;DISPONIBLE
CASSARA NEUMOCORT BUDESONIDA 200 MCG. 200 DOSIS LAB. CASSARA;7795373012912;16;0;15000;Broncodilatadores;DISPONIBLE
CATRAXAL CIPROFLOXACINO 3MG X10ML LAB. FAES FARMA;8470006826171;1;0;19000;Oftálmicos;DISPONIBLE
CEFADROXILO 500 MG. 8 CAP. LAB. MINTLAB B;7800063120874;234;0;1500;Antibióticos;DISPONIBLE
CEFALEXINA MONOHIDRATO 500MG X10 COMP. LAB HOLLIDAY;76099502041151;2;0;22000;Antibióticos;DISPONIBLE
CEFALMIN ANTIJAQUECOSO X10 COMP LAB SANITAS;7800038041210;88;0;1000;SIN CLASIFICAR;DISPONIBLE
CEFIRAX SO POLVO CEFPODOXIMA 100MG5ML X75ML SAVAL;7800060118355;2;0;26000;Otros equipos electrom. no especificados;DISPONIBLE
CELEBRA CELECOXIB 200MG X10CAPS LAB. PFIZER;7800001004563;1;0;25000;Analgésico Antinflamatorio;DISPONIBLE
CELECOXIB 200 MG. 30 CAPS. LAB. CURAESPRING;7804673040133;91;0;2000;Analgésico Antinflamatorio;DISPONIBLE
CELECOXIB 200 MG. 30 CAPS. LAB. SYNTHON B;7800008780767;1017;0;2000;Analgésico Antinflamatorio;DISPONIBLE
CENTRUM HOMBRE CMREC 30COMPR;7896090611751;11;0;10000;SIN CLASIFICAR;DISPONIBLE
CENTRUM HOMBRE MULTIVITAMINICO MULTIMINERAL X30COMP. HEALTHCARE;7804900000794;3;0;9000;Vitaminas, minerales y oligoelementos;DISPONIBLE
CENTRUM SILVER HOM 60COMP;7804900000855;1;0;24000;SIN CLASIFICAR;DISPONIBLE
CENTRUM SILVER MUJER 30COMPRIMIDOS;7896090611768;1;0;12000;SIN CLASIFICAR;DISPONIBLE
CEPILLO CURAPROX 5460;7612412423174;7;0;5500;Dispositivos y accesorios médicos;DISPONIBLE
CEPILLO DENTAL ELECTRICO CARS SUAVE;4210201334774;2;0;18000;Dispositivos y accesorios médicos;DISPONIBLE
CEPILLO DENTAL JUNIOR +3;7805633020349;12;0;563;Dispositivos y accesorios médicos;DISPONIBLE
CEPILLO DOG DENTAL BEAPHAR;8711231153152;3;0;6000;Dispositivos y accesorios médicos;DISPONIBLE
CEPILLO MEDIO FRESH X2UND COLGATE;7702010130250;7;0;2500;Dispositivos y accesorios médicos;DISPONIBLE
CEPILLO ORAL-B PROCLEAN;4210201826613;1;0;14000;Dispositivos y accesorios médicos;DISPONIBLE
CEPILLO PHB SUPER 8 MEDIO + PASTA DENTIFRICA;7805163000194;27;0;3500;Dispositivos y accesorios médicos;DISPONIBLE
CEPOILLOS DE DIENTES FAMSET DURO X2;7805633018643;6;0;1000;SIN CLASIFICAR;DISPONIBLE
CERA DEPILADORA VGETAL SPRING NAT;7805633014157;9;0;2000;Dispositivos y accesorios médicos;DISPONIBLE
CERA DEPILATORIA EN PERLAS X100GRS SPRING NATURAl;7805633014140;11;0;1500;Dispositivos y accesorios médicos;DISPONIBLE
CERA PROTECTORA PARA ORTODONCIA VITIS X2;8427426046535;9;0;5500;Dispositivos y accesorios médicos;DISPONIBLE
CERA V LOCION HIDRAT 236ML;3337875597210;8;0;12000;Dispositivos y accesorios médicos;DISPONIBLE
CERAVE CREMA HIDRATANTE POTE 454G;3337875597388;6;0;18000;Fórmulas especificados por Minsal;DISPONIBLE
CERAVE CREMA REPARADORA DE MANOS 50 ML.;3337875597319;8;0;6000;Fórmulas especificados por Minsal;DISPONIBLE
CERAVE GEL LIMPIADOR ESPUMOSO 236ML;3337875597197;16;0;11000;SIN CLASIFICAR;DISPONIBLE
CEREPRON ADULTO X60CAPS;5854020624921;6;0;9500;SIN CLASIFICAR;DISPONIBLE
CEREPRON CON OMEGA 10/40 VALLE Y SOL;5854020624914;3;0;6500;SIN CLASIFICAR;DISPONIBLE
CEREPRON SENIOR 60CAPS DEU-PR 60GR;5854020624938;6;0;11000;SIN CLASIFICAR;DISPONIBLE
CERMA PARA PEINAR PANTENE RIZOS X300ML;7501001170080;3;0;4500;SIN CLASIFICAR;DISPONIBLE
CETIREX 10 CETIRIZINA DICLORHIDRATO 10MG X30 COMP LAB. ASCEND;7804650885535;466;0;2000;Antihistamínicos;DISPONIBLE
CETIRIZINA DICLORHIDRATO 5MG X5ML X60ML LAB HOSPIFARMA;7804640561418;100;0;2500;Antihistamínicos;DISPONIBLE
CETIRIZINA DICLORHIDRATO 5MG X60ML LAB. CAPLIN POINT;8901790720197;42;0;3000;Antihistamínicos;DISPONIBLE
CETRAXAL CIPROFOXACINO + FLUOCINOLONA 3MG + 0.25MG X10ML LAB. FAES FARMA;8470008661039;5;0;21000;SIN CLASIFICAR;DISPONIBLE
CETRIL BACLOFENO 10MG X50COMP LAB. ROYAL PHARMA;7800059002832;2;0;30000;Relajantes músculo-esquelético centrales;DISPONIBLE
CHANCAPIEDRA PHYLLANTUS 250MG X60CAPS LAB.GREEN MEDICAL;7808713900579;8;0;5500;SIN CLASIFICAR;DISPONIBLE
CHELTIN FC HIERRO + ACIDO FOLICO 30MG + 600MCG X30COMP LAB. MEGALAB;7730969301162;18;0;13500;Vitaminas, minerales y oligoelementos;DISPONIBLE
CHITOSAN 60CAPS VALLE Y SOL;7800000650006;2;0;5000;SIN CLASIFICAR;DISPONIBLE
