Name;SKU;Barcodes;Price;Stock;Category;Laboratory;ActiveIngredients;Bioequivalent;Description;ISP_Code;TherapeuticAction;Units;Concentration;PrescriptionType
ANTITRANSPIRANTE OBAO DERMO-EFICACIA HIALURONICO;;7509552876314;3000;100;;;;false;;;;;;
ANTITRANSPIRANTE OBAO DERMO-EFICACIA VITAMINA C ACLARANTE X150ML GARNIER;;7509552876321;3000;100;;;;false;;;;;;
ANTITRANSPIRANTE REXONA CLINICAL AEROSOL X150ML;;7506306214989;5000;100;;;;false;;;;;;
ANTITRANSPIRANTE REXONA CLINICAL CLEAN X150ML;;7506306214972;5000;100;;;;false;;;;;;
ANTITRANSPIRANTE REXONA CLINICAL EN CREMA X48G;;79400476692;5000;100;;;;false;;;;;;
ANTITRANSPIRANTE REXONA INVISIBLE 72H. SPRAY AEROSOL;;7791293049526;2500;100;;;;false;;;;;;
ANTITRASPARENTE ROLL ON. TONO NATURAL. NIVEA;;4005808630646;2500;100;;;;false;;;;;;
ANTITRASPIRANTE ROLL ON TONO UNIFORME CALENDULA CON VIT E. DOVE;;78928503;2500;100;;;;false;;;;;;
ANTITRASPIRANTE SPRAY SECO BLACK 152 ML. AXE BLACK;;7791293043746;2000;100;;;;false;;;;;;
ANTONIO BANDERAS BLUE SEDUCTION 50 ML;50162;8411061081570;19000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
ANULETTE CD LEVONORGESTREL 0.15 MG ETINELESTRADIOL 0.03 MG. 28 COMP. LAB. ANDROMACO;;7800020187506;5000;100;;;;false;;;;;;
ANXIUM  HYPERICUM PERFORATUM  300 MG  60 CAPS.  LAB. KNOP;;7803504000865;14280;100;;;;false;;;;;;
ANZAP 10 OLANZAPINA 10MG X30COMP ASCEND B;50163;7804650886792;11500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
ANZAP OLANZAPINA 10MG X30COMP LAB. ASCEND;;7804650880219;12000;100;;;;false;;;;;;
APIS COMPUESTO X30ML KNOP;;2000341111944;6500;100;;;;false;;;;;;
APIS D6 COMP. KNOP;50166;2000110411947;4000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
APOQUE OCLACITINIB 16MG 20 COMPR.;;5414736044217;49000;100;;;;false;;;;;;
APOQUE OCLACITINIB 3.6MG;;5414736054643;36000;100;;;;false;;;;;;
APOSITO ADHESIVO TRANSPARENTE 6X7CM 1UND CRANBERRY CJ C;;7806130008182;500;100;;;;false;;;;;;
APOSITO ALGINATO+PLATA 5X5 CM X1UND CRANBERRY CJ XX;;44A6AEAANFJ3BC;1000;100;;;;false;;;;;;
APOSITO CUTIMED ALGINATE 10X10;50174;35664033101;4000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
APOSITO DE ESPUMA NO ADHESIVO 10CMX10CM X1UND FARMACTIVE CJ X;;8000246006059;550;100;;;;false;;;;;;
APOSITO DE GASA TRANSPARENTE 5X7;;6920230614034;300;100;;;;false;;;;;;
APOSITO DE GASA+ALGODON 13X23;;7806130015319;500;100;;;;false;;;;;;
APOSITO GASA NATURAL 10X20 1UND ESTERIL;;APOSITO;3500;100;;;;false;;;;;;
APOSITO GASA NATURAL10CM X 20CM;;;500;100;;;;false;;;;;;
APOSITO GASA NT + ALGODON EST 10X20 BOLSA X10;;7806130016552;350;100;;;;false;;;;;;
APOSITO GASA NT + ALGODON EST 20X25;;44A6ASJANFE2BA;500;100;;;;false;;;;;;
APOSITO TRANSPARENTE 15X20 CM;;5341343153;2380;100;;;;false;;;;;;
APOSITO TRANSPARENTE CON GAZA 8X15 CM;;4415341343;1000;100;;;;false;;;;;;
APOSITOS PLENITUD LEVE 20UND;50184;7794626011252;5500;100;OTROS;KIMBERLY CLARK;;false;;;PAÑALES Y CUIDADO ADULTO MAYOR;;;
APOSITOS TRANSPARENTES FAMILY SET 3 UNIDADES 10X12CM.;;7805633008101;2000;100;;;;false;;;;;;
AQUAFERSH LITTLE TEETH CREM DEN GSK 63G;;7794640171161;2000;100;;;;false;;;;;;
AQUAFRESH CREMA DENTAL INTENSE WHITE 2 X 96 GR;50185;7804900000596;2000;100;OTROS;PUIG;MICONAZOL 20 MG,TINIDAZOL 30 MG;false;;;SIN ASIGNACION;;;
AQUAFRESH LITTLE TEETH CEP DEN GSK 1UNI CON TAPA DE VIAJE;;7794640171338;2000;100;;;;false;;;;;;
AQUAFRESH PACK TRIPLE PROTEC. PASTA DENTAL SABOR MENTA X2 316G GSK;50186;7804900000688;4500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
AQUAFRESH TRIPLE PROTECTION X 158G SABOR MENTA;;7804900000541;2000;100;;;;false;;;;;;
AQUAFRESH WHITENING CREM DEN GSK 9675G;;7794640172311;1500;100;;;;false;;;;;;
AQUAPHOR EUCERIN REPARADOR LABIAL X 10ML;50188;4005800268731;10000;100;OTROS;BEIERSDORF;;false;;;HUMECTANTE LABIAL;;;
AQUAWIPES 80UND BUBU;50189;7805633026846;2000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
ARDO AMARYLL BOMBA EXTRACION MANUAL X1UND;;7640109053274;22000;100;;;;false;;;;;;
ARENARIA COMPUESTA GOTAS ORALES X30ML KNOP;50192;2000341103123;6000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
ARIPIPARAZOL 10 MG. 30 COMP. LAB. DE CHILE;50193;7800007810083;6000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
ARIPIPRAZOL 10MG X30COMP ASCEND B;;7804650885276;15000;100;;;;false;;;;;;
ARIPIPRAZOL 5 MG X 30 COMPRIMIDOS LAB CHILE;50197;7800007810076;6500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
ARIPIPRAZOL 5MG;;7804681740230;5000;100;;;;false;;;;;;
ARIVITAE 5MG ARIPIPRAZOL X28COMP GALENICUM B;50199;8437020503440;9500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
ARIVITAE ARIPIPRAZOL 10MG;;7804653720390;15000;100;;;;false;;;;;;
ARIVITAE ARIPIPRAZOL 15MG X28COMP LAB. GALENICUM;;7804653720406;12000;100;;;;false;;;;;;
ARIZOL 10MG ARIPIPRAZOL 10MG 28 COMPRIMIDOS;;7804656600507;19000;100;;;;false;;;;;;
ARIZOL 5MG ARIPIPRAZOL 28 COMPRIMIDOS;;7804656600491;17000;100;;;;false;;;;;;
ARLETTE 28 0075MG DESOGESTREL 28 COMPR.;;7800026015162;14000;100;;;;false;;;;;;
ARMONYL COMPUESTO GOTAS 30ML;;7800004227426;2500;100;;;;false;;;;;;
ARMONYL DIA 20 COMP.VALERIANA+PASSIFLORA+CRATAEGUS;;7800004509225;2000;100;;;;false;;;;;;
ARMONYL NOCHE MANZANILLA GTS 30ML;;7800004506149;2500;100;;;;false;;;;;;
ARMONYL NOCHE VALERIANA 200 MG+PASSIFLORA 50 MG+MANZANILLA 50 MG. 20 COMP. LAB.MAVER;;7800004000258;2500;100;;;;false;;;;;;
ARNICA D6 MEDICAMENTO HOMEOPATICO 90 COMP. LAB. KNOP;50200;2000110412197;2500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
ARNICA-HAMAMELIS COMPUESTO GOTAS ORALES X30ML KNOP;50201;2000341103130;6000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
ARNIKADERM CONTUSIONES - HEMATOMAS - USO TOPICO X50G KNOP;;7803504005808;5000;100;;;;false;;;;;;
ARTESOL CILOSTAZOL 100MG X30COMP LAB. ABBOTT;;7800026015698;25000;100;;;;false;;;;;;
ARTHOZEEL- HEEL 5 AMPO;;7809561400662;20000;100;;;;false;;;;;;
ARTHROZEEL 50 COMPRIMIDOS SUBLINGUALES;;7809561400518;18000;100;;;;false;;;;;;
ARTRILAB LEFLUNOMIDA 20MG X30COMP LAB. ITF-LABOMED;;7809591402742;67000;100;;;;false;;;;;;
ARTROPLEX REUMATISMO X60 COMP KNOP;50203;7803504002319;10000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
ARZIMOL ACIDO FUSIDICO 2 15G RAFFO;;7795347980483;12000;100;;;;false;;;;;;
ASEPXIA AZUFRE ANTI-SEBO JABON X 100 GR;;650240007828;5500;100;;;;false;;;;;;
ASEPXIA CARBON DETOX JAB 100G ASEP;;650240035401;4000;100;;;;false;;;;;;
ASEPXIA EXFOLIANTE JAB BARRA ASE 100G;;650240004643;4000;100;;;;false;;;;;;
ASEPXIA JABON BICARBONATO X100GRS;;650240036965;4500;100;;;;false;;;;;;
ASEPXIA MAQUILLAJE POLVO COMP BEIGE M;;650240051609;8000;100;;;;false;;;;;;
ASEPXIA SPOT SECANTE GEL X 28GR;;650240004001;7500;100;;;;false;;;;;;
ASHWAGANDHA;;799192435300;9000;100;;;;false;;;;;;
ASPIRADOR NASAL BEST HOUSE;;4710693250786;5000;100;;;;false;;;;;;
ASPIRADOR NASAL SIMONS BREAHE EZZ FILTRO EST HIGIENICO NUBY;;7804945024311;8000;100;;;;false;;;;;;
ASPIRADOR NASAL Y LIMPIADOR DE OIDO 0M+;;8850217700376;3500;100;;;;false;;;;;;
ATEMPERATOR ACIDO VALPROICO 10MG X25ML LAB. NOVOFARMA;;7800026024461;19000;100;;;;false;;;;;;
ATROVENT HFA BROMURO DE IPRATROPIO 20MCG 200DOSIS LAB. BOERINGER INGELHEIM;;4048846003836;30000;100;;;;false;;;;;;
AUBE QUITA ESMALTE HIERBAS 110ML DALBERT;;7804969109124;2500;100;;;;false;;;;;;
AUBE SHAMPOP ORTIGA;;7804969128217;4500;100;;;;false;;;;;;
AUBE TALCO DESODORANTE CON ALCANFOR Y MENTOL 120G LAB. D ALBERT;;7804969129313;3500;100;;;;false;;;;;;
AUDE QUITA ESMALTE LIMON X110ML DALBERTO;;7804969109131;2500;100;;;;false;;;;;;
AURITUSS SALMETEROL + FLUTICASONA PROPIONATO 25 MCG+ 125MCG 120DOSIS LAB. ABBOTT;;7800026006825;48000;100;;;;false;;;;;;
AURITUSS SALMETEROL FLUTICASONA 25250 120 DOSIS;;7800026006832;44000;100;;;;false;;;;;;
AUROSOL FORTE HIPROMELOSA 0.7MG X10ML LAB. PHARMATECH;;7804657990805;5000;100;;;;false;;;;;;
AUTOBRONCENATE 190 GRS. LEBLON BRONZER;;7800004003051;6500;100;;;;false;;;;;;
AVAMYS FLUTICASONA FUROATO NEBULIZACION NASAL 27.5MCGDOSIS X120DOSIS GSK;;7800029000301;20000;100;;;;false;;;;;;
AVENA SATIVA 30 ML. GOTAS ORALES;;;8000;100;;;;false;;;;;;
AVENA SATIVA 30ML;;2010380112598;6000;100;;;;false;;;;;;
AVENA SATIVA T.M. 30ML KNOP;50227;2010380012591;8000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
AVENE AGUA TERMAL;;3282779003131;16000;100;;;;false;;;;;;
AVENE CICALFATE CREMA REPARADORA PROTECTORA 40ML LAB. PIERRE FABRE;;3282770204667;10000;100;;;;false;;;;;;
AVENE EAU THERMALE AGUA TERMAL X150ML PIERRE FABRE;;3282779003124;12000;100;;;;false;;;;;;
AVENE EAU THERMALE AGUA TERMAL X2UND 50ML CU PIERRE FABRE;50229;7804652955502;7500;100;OTROS;SIN ASIGNACION;DICLOFENACO EPOLAMINA 1.29 %;false;;;SIN ASIGNACION;;;
AVENT ANTI-COLIC BIBERON 1M+ CELESTE 260 ML PHILIPS;;8720689013758;11000;100;;;;false;;;;;;
AVENT PEZONERA DE SILICONA TALLA M 2 UNIDADES;50231;8710103907763;14000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
AVENT PHILIPS CHUPETE SILICONA NOCTURNO 0-6 M 2 UND NINA;;8720689012836;12500;100;;;;false;;;;;;
AXE APOLLO;;7801293043737;2000;100;;;;false;;;;;;
AXE APOLLO 72HRS ANTITRANSPIRANTE;50234;7791293043739;2000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
AXE BLACK 48 H;;7801293041033;2000;100;;;;false;;;;;;
AXE DARK TEMTATION;50236;7791293043722;2500;100;OTROS;UNILEVER;;false;;;DESODORANTES;;;
AXE EPIC FRESH POMELO Y CARDAMOMO SPRAY;50237;7791293044040;2000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
AXE MARINE 48HRS;50238;7791293043791;2000;100;OTROS;UNILEVER;FLUCLOXACILINA 500 MG;false;;;SIN ASIGNACION;;;
AXE MUSK;50239;7791293043807;2000;100;OTROS;UNILEVER;FLUCONAZOL;true;;;DESODORANTES;;;
AZELASTINA CLORHIDRATO 0.05;;7795368001815;23000;100;;;;false;;;;;;
AZITROMICINA 500MG 6COMP LAB. DE CHILE;;7800007661258;2000;100;;;;false;;;;;;
AZITROMICINA AZIMTROMICINA 200MG X30ML LAB. PHARMATECH;50241;8680199009026;3500;100;OTROS;PHARMATECH;FLUOROMETOLONA;false;;;MACROLIDOTERAPIA;;;
AZUFRE FLOR 20G QUIMNATURA;;9008088666508;500;100;;;;false;;;;;;
AZUL DE METILENO 2 20ML. VALMA;;7800044000188;2000;100;;;;false;;;;;;
AZULFIDINE SULFASALAZIA 500MG X100COMP LAB. PFIZER;;7800001005300;100000;100;;;;false;;;;;;
B COMPLEX;;4022679157850;3500;100;;;;false;;;;;;
B-COMPLEX B;;7804671180176;2500;100;;;;false;;;;;;
B100 SET LIMAS UÑAS X2;;7805633019237;1000;100;;;;false;;;;;;
B12 VITAMINA SUPLEMENTO ALIMENTARIO 100 COMP. LAB. CURAESPRING;;7804673040102;3000;100;;;;false;;;;;;
BABERO BORDADO VELCRO BEST HOUSE BABY WORLD;;6924844310726;2500;100;;;;false;;;;;;
BABY AMMENS ACONDICIONADOR FORMULA NEUTRA X250 M;50247;7502311690510;3000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
BABY CEPILLO DENTAL VITIS 0+;;8427426054547;4000;100;;;;false;;;;;;
BABY LEE ACONDICIONADOR DERMATOLOGICO BRILLITOS MAGICOS X400ML BALLERINA;;7804920005779;3000;100;;;;false;;;;;;
BABY LEE ACONDICIONADOR HIPOALEGENICO MANZANILLA X400ML;50249;7804920001207;3000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
BABY LEE ACONDICIONADOR HIPOALERGENI COCO Y AVENA X400ML BALLERINA;50250;7804920007544;3000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
BABY LEE KIDS ACONDICIONADOR DERMATOLOGICO AROMA INFINITO A MELON X400ML BALLERINA;;7804920006882;3000;100;;;;false;;;;;;
BABY LEE KIDS ACONDICIONADOR DERMATOLOGICO X400ML;50252;7804920006219;3000;100;OTROS;SIN ASIGNACION;;false;;;BALSAMOS Y ACONDICIONADORES;;;
BABY LEE KIDS BANO DE ESPUMA DERMATOLOGICO X400ML;50253;7804920006899;3000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
BABY LEE KIDS SHAMPOO DERMATOLOGICO AROMA INFINITO A MELON X400ML BALLERINA;;7804920006875;3000;100;;;;false;;;;;;
BABY LEE SHAMPOO DERMATOLOGICO BRILLITOS MAGICOS X400ML BALLERINA;;7804920005762;3000;100;;;;false;;;;;;
BABY PLASTIC BOTTLE NIPPLE;;755695662940;2500;100;;;;false;;;;;;
BABY SHAMPOO MANZANILLA SIMONDS BABY CARE HIPOALERGENICO X610ML DURANDIN;;7804945012301;4500;100;;;;false;;;;;;
BABY SHAMPOO SIMONDS HIPOALERGENICO SIN SAL X400ML DURANDIN;;7804945012103;3000;100;;;;false;;;;;;
BABY SHAMPOO SIMONDS HIPOALERGENICO X610ML;;7804945001121;4000;100;;;;false;;;;;;
BABYLAND ACEITE RELAX 210ML;;7804945075108;2000;100;;;;false;;;;;;
BABYLAND BALSAMO ACONDICIONADOR MANZANILLA HIPOALERGENICO X410ML DURANDIN;;7804945007390;2500;100;;;;false;;;;;;
BABYLAND EMULSIONADO NEUTRO 700ML;;7804945007321;4000;100;;;;false;;;;;;
BABYLAND SHAMPOO MANZANILLA CABELLOS CLAROS HIPOALERGENICO X140ML DURANDIN;;7804945007345;2500;100;;;;false;;;;;;
BABYSEC PREMIUM 20 PANALES TALLA M;;7806500752318;3500;100;;;;false;;;;;;
BABYSEC PREMIUM XG PANAL X 14;;7806500752288;3500;100;;;;false;;;;;;
BACITRACINA + NEOMICINA 15G. MILAB;;7800063160085;1500;100;;;;false;;;;;;
BACITRACINA NEOMICINA 15 GRAS.;;7804640560541;1500;100;;;;false;;;;;;
BACITRACINA+NEOMICINA UNGUENTO DERMICO USO TOPICO X15G LCH;;7800007679703;1500;100;;;;false;;;;;;
BAGOMICINA MINOCICLINA 100MG 15COMP LAB. BAGO;;7800028001606;20000;100;;;;false;;;;;;
BAGOMICINA MINOCICLINA 30COMP BAG 50MG;;7800028001590;22000;100;;;;false;;;;;;
BAGOMIGRAL NARATRIPT 10COMP BAG 25MG;;7800028001873;11000;100;;;;false;;;;;;
BAGOMIGRAL NARATRIPTAN 2.5MG X2COMP LAB.BAGO;;7800028001880;5000;100;;;;false;;;;;;
BAILAHUEN 30ML;50259;2010380112727;7500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
BAJA LENGUA MADERA MUN CARE 100UND;;7805633002987;1500;100;;;;false;;;;;;
BAJADA DE SUERO CRANBERRY;;76062062999822;500;100;;;;false;;;;;;
BALLERINA ACONDICIONADOR LARGO INCREIBLE KERATINA+PROTEINAS X750 ML LAB. BALLERINA;;7804920006936;2000;100;;;;false;;;;;;
BALLERINA JABON LIQUIDO DOBLE HUMECTACION PH5 PH PIEL;;7804920012166;1500;100;;;;false;;;;;;
BALSAMO ACONDICIONADOR MANZANILLA SIMONDS BABY CARE X400ML DURANDIN;;7804945002043;3000;100;;;;false;;;;;;
BALSAMO KADUS FINAS HIERBAS X900ML;;7804947005486;1500;100;;;;false;;;;;;
BALSAMO LABIAL NIVEA BLACKBERRY SHINE 4.8G;50263;4005900764546;4500;100;OTROS;BEIERSDORF;FUROSEMIDA 40 MG;false;;;PROTECTOR LABIAL;;;
BALSAMO LABIAL NIVEA CUIDADO BASICO FPS. 15 4.8 GR. 1 UND. LAB. BEIERSDORF;;4005900436931;3500;100;;;;false;;;;;;
BALSAMO LABIAL NIVEA ORIGINAL CARE 4.8 G;;7791969850616;5500;100;;;;false;;;;;;
BALSAMO LABIAL NIVEA PRINCESAS;50264;4006000157269;5000;100;OTROS;BEIERSDORF;;false;;;SIN ASIGNACION;;;
BANDA ADHESIVA 7.5CM X 4.5M;;6920200224058;2000;100;;;;false;;;;;;
BANDITAS TRANSPARENTES NEXCARE DISCRET;;51131223684;2500;100;;;;false;;;;;;
BANO Y SHAMPOO AROMA NEUTRO BUBU;;7809622000473;2000;100;;;;false;;;;;;
BARBERIS CANTHARIS COMPUESTO MEDICAMENTO HOMEOPATICO X30ML LAB. KNOP;50267;2000341103185;6000;100;OTROS;SIN ASIGNACION;GABA 75 MG,PIRIDOXINA,ACIDO GAMAAMINOBUTIRICO,AMINO B HIDROXI BUTIRICO 75 MG,GABOB 37.5 MG,BROMO GLUTAMATO MAGNESIO 75 MG,ACIDO GAMAAMINO BETA HIDROXIBUTIRICO,ACIDO GLUTAMICO 75 MG,BROMHIDRATO DE GLUTAMATO DE MAGNESIO;false;;;SIN ASIGNACION;;;
BARRA ANTITRANSPIRANTE NIVEA BLACK WHITE X50G;;4006000087054;2500;100;;;;false;;;;;;
BARRA ANTITRANSPIRANTE NIVEA BLACKWHITE X50ML;;4006000087061;2500;100;;;;false;;;;;;
BARRA ANTITRANSPIRANTE NIVEA TONO NATURAL X50ML;;4006000067247;2500;100;;;;false;;;;;;
BARRA ANTITRANSPIRANTE SPEED STICK 50MG REDUCE MANCHAS;;7509546046822;2500;100;;;;false;;;;;;
BARRA ANTITRANSPIRANTE SPEED STICK HYPOALLERGENIC;;7501035907591;2500;100;;;;false;;;;;;
BARRA ANTITRANSPIRANTE SPEED STICK X5 50G;;7509546052755;2500;100;;;;false;;;;;;
BARRA DESODORANTE AXE APOLLO CITRUS Y MADERA 45G;;75076238;3000;100;;;;false;;;;;;
BARRA DESODORANTE AXE DARK TEMPTATION X45G;;75076252;3000;100;;;;false;;;;;;
BARRA DESODORANTE AXE EPIC FRESH POMELO Y CARDAMOMO;;75076221;3000;100;;;;false;;;;;;
BARRA DESODORANTE SPEED STICK ZERO X76G;;7509546652030;2500;100;;;;false;;;;;;
BARRA DESODORANTE WOLFTHORN. 50 GRS.;;7506309839202;2500;100;;;;false;;;;;;
BATISTE SHAMPOO EN SECO TROPICAL EXOTIC COCONUT X200ML;;5010724527511;10000;100;;;;false;;;;;;
BAYCUTEN ACETATO DE DEXAMETASONA + CLOTIMAZOL 6MG + 150MG X15G LAB. BAYER;;7891106000154;25000;100;;;;false;;;;;;
BEAUTIP ARAMA;;7803501004019;10000;100;;;;false;;;;;;
BEAUTIP-D SUPLEMENTO ALIMENTARIO X30;;7803501004057;10000;100;;;;false;;;;;;
BEAUTY 100 COPOS DE ALGODON X100UND;;7805633027379;1000;100;;;;false;;;;;;
BEAUTY PINZA ANGULAR DISEÑO 1 UND. ANGULAR TWEEZER;;7805633019459;1500;100;;;;false;;;;;;
BEAUTY SETS CORTA UÑAS DE PINZA 1 UND. LAB. BEAUTY SETS;;8907626256816;3000;100;;;;false;;;;;;
BECITEX PARGEVERINA CLORHIDRATO 5MG X20ML LAB. PRATER;;7804918410592;2500;100;;;;false;;;;;;
BEDIATIL FORTE IBUPROFENO 200MG X100ML LAB. PASTEUR;;7800068014147;2500;100;;;;false;;;;;;
BEEF STICK;;4008239230096;500;100;;;;false;;;;;;
BELLADONNA COMPUESTA GOTAS ORALES X30ML KNOP;;2000341103161;5000;100;;;;false;;;;;;
BELLEKISS COLONIA BLUE 1000ML;;7804945056329;5000;100;;;;false;;;;;;
BENCILPECINA POLVO PARA SOLUCION INYECTABLE 2000000 U.I INY X 50;;7800061002080;1500;100;;;;false;;;;;;
BENCILPENICILINA BENZATINA 1.200.000U.I. 1 AMPOLLA LAB. OPKO;50282;7804620834860;1500;100;OTROS;OPKO;;false;;;PENICILINOTERAPIA;;;
BENTLEY ANILLO VIB D/PLEASURE;;7804918450963;5000;100;;;;false;;;;;;
BENTLEY CLASSIC GEL X 120 GR;;7804918500637;3500;100;;;;false;;;;;;
BENTLEY GEL LUB CLIMAX CONT.50GR.;;7804918452073;3000;100;;;;false;;;;;;
BENTLEY LUBRICANTE CLASICO 50G;;7804918403419;3000;100;;;;false;;;;;;
BENTLEY LUBRICANTE INTIMO GEL FRUTILLA 50 G;;7804918500385;3500;100;;;;false;;;;;;
BENTLEY LUBRICANTE INTIMO HOT GEL 50G;;7804918403440;4000;100;;;;false;;;;;;
BENTLEY LUBRICANTE INTIMO ICE GEL X 50G;;7804918452066;4000;100;;;;false;;;;;;
BENTLEY LUBRICANTE INTIMO PLAY GEL 50G;;7804918452134;3000;100;;;;false;;;;;;
BENTLY ANILLO 3 VELOCIDADES BENTLEY;;7804918400814;6500;100;;;;false;;;;;;
BENZAC AC PEROXIDO DE BENZOILO;;3499320000765;27000;100;;;;false;;;;;;
BENZAC AC PEROXIDO DE BENZOILO 5G X15G LAB. GALDERMA;;3499320007627;17000;100;;;;false;;;;;;
BEPANTHOBEPHANTOL CREMA REPARADORA X30G LAB. BAYER;50283;7793640992677;4500;100;OTROS;BAYER;;false;;;REGENERADOR TEJIDO;;;
BEPANTHOL 3G;;7805750110435;4000;100;;;;false;;;;;;
BEPANTHOL DEXPANTENOL 50MG X50G LAB. BAYER;;7805750004291;5500;100;;;;false;;;;;;
BEQUIUM PSEUDOEFEDRINA CLORHIDRATO CODEINA FOSFATO CLORFENAMINA MALEATO JARABE X120ML LS;;7800060011816;15000;100;;;;false;;;;;;
BERODUAL HFA BROMURO DE IPRATROPIO + BROMHIDRATO DE FENETEROL 20MCG + 50MCG 200DOSIS LAB. BOEHRINGE;;7809599500358;28000;100;;;;false;;;;;;
BERSEN PREDNISONA 20MG X20COMP LAB.PASTEUR;;7800068010644;7500;100;;;;false;;;;;;
BEST HOUSE MORDEDOR CON CASCABEL 1UN;;8850217600751;2500;100;;;;false;;;;;;
BESTHOUSE CHUPETE REDONDO;50284;7806125147575;1000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
BETALOC ZOK METOPROLOL SUCCINATO 50 MG 30;;7501098606929;28000;100;;;;false;;;;;;
BETAMETASONA 0.05. 15 GRS. UNGUENTO. LAB. CHILE;;7800007155986;500;100;;;;false;;;;;;
BETAMETASONA 4MG 1ML LAB. VITALIS;;75613043847078;1000;100;;;;false;;;;;;
BETAMETASONA 4MG 5 AMPOLLAS LAB. VITALIS;;7707236125776;8000;100;;;;false;;;;;;
BETAMETASONA AMP 4 MG1 ML X 100 VITALIS;;7707236129125;100000;100;;;;false;;;;;;
BETAMETASONA CR. OPKO;;7804620834563;500;100;;;;false;;;;;;
BETAMETASONA CREMA TOPICA 15G0.05 HOSPIFARMA;;7804640560404;500;100;;;;false;;;;;;
BETAMETASONA SODIO FOSFATO 4 MG x5AMPOLLAS LAB. BIOSANO;;7800061001212;8000;100;;;;false;;;;;;
BETAMETASONA SOL. ORAL PARA GOTAS 0.5 MGML. CIDOTEN;;7800019010198;30870;100;;;;false;;;;;;
BETAMETASONA-NEOMICINA LCH;;7800007143389;4000;100;;;;false;;;;;;
BETASOLAR BETACAROTENO 6.5MG X60CAPS LAB. FUENTE VITAL;50291;620583941043;4000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
BETAVOL BETAMETASONA DIPROPIONATO + BETAMETASONA FOSFATO DISODICO 5MG +2MG X1ML LAB.EUROFARMA;;7891317131821;13000;100;;;;false;;;;;;
BETINA BETAHISTINA DICLORHIDRATO 16MG. X30COMP. LAB. EUROFARMA;;7891317006396;18000;100;;;;false;;;;;;
BETINA BETAHISTINA DICLORHIDRATO 24MG. X30COMP. LAB. EUROFARMA;;7891317006419;18000;100;;;;false;;;;;;
BETIS CLOTIAZEPAM 10MG X30COMP. SYNTHON;;7800008000049;10000;100;;;;false;;;;;;
BETIS CLOTIAZEPAN 5MG X30COMP SYNTHON;;7800008000032;4000;100;;;;false;;;;;;
BEVITEX 5MG/ML 20ML;50292;76125438028917;2500;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
BEVITEX FORTE PARGEVERINA CLORHIDRATO GOTAS ORALES 10MGML X20ML PRATER B;;7804918410608;2500;100;;;;false;;;;;;
BEVITEX METAMIZOL MAGNESICO + OARGEVERINA CLORHIDRATO 300MG + 6MG X30ML LAB. PRATER;;7804918441244;2500;100;;;;false;;;;;;
BIBERON 260ML/9OZ PHILIPS;50294;8710103998389,8720689011938;10000;100;OTROS;SANOFI - AVENTIS;SUBSALICILATO DE BISMUTO;false;;;ACCESORIOS INFANTILES;;;
BIBERON 330ML 11OZ PHILIPS AVENT;;8720689006958;17000;100;;;;false;;;;;;
BIBERON SOFTOUCH240ML 8OZ;50296;4902508809016;15000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
BIC CONFORT 2 MAQUINA DES. X 5 UNID.;50297;070330721838;3000;100;OTROS;SIN ASIGNACION;;false;;;SIN ASIGNACION;;;
BICARBONATO DE SODIO 200GR. DROGUERIA NUNOA;;7805357001112;1500;100;;;;false;;;;;;
BICARBONATO DE SODIO 250 GR.;;7805357001235;1500;100;;;;false;;;;;;
BICARBONATO DE SODIO 250G QUIMMATURA;;9980808887007;1500;100;;;;false;;;;;;
